BHID_x,Composite_x,Process,Product,BV Report,Mineral,Chlorite group,Quartz,Pyroxene,Plagioclase,K-Feldspar,Calcite group-Siderite,Calcite group,Dolomite group,Spinel group,Hematite group,Stilpnomelane,Mica group,Pyrite,Rutile group,Goethite,Smectite group,Sepiolite,Kaolinite-serpentine group,Total,Sample_x,CompositeID,Sample_y,BHID_y,Composite_y,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P XRF,S XRF,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn XRF,Zr,Sr,LOI371,LOI650,LOI1000,LOI
GVRD0268,Comp 3,DTR,Feed,N9606XD21,14-0047,2.693248619,41.32914374,,,0,22.13468474,0,0,31.6084102,1.461720152,0,0.252470644,0.520321909,0,,,,,100,47,GVRD0268 Comp 3 53 Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268,Comp 4,DTR,Feed,N9606XD21,15-0048,5.115085373,40.00088847,,,0,14.98801141,0,0,37.48370453,1.96206175,0,0,0.450248461,0,,,,,100,48,GVRD0268 Comp 4 53 Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268,Comp 5,DTR,Feed,N9606XD21,16-0049,8.013074897,40.58117626,,,0,25.06141973,0,0,25.8391168,0,0.50521231,0,0,0,,,,,100,49,GVRD0268 Comp 5 53 Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268,Comp 6,DTR,Feed,N9606XD21,17-0050,2.126643302,39.97737571,,,0,16.17359706,0,0,34.58497725,5.759725134,0,0.586408483,0.549752467,0.241520602,,,,,100,50,GVRD0268 Comp 6 53 Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268,Comp 7,DTR,Feed,N9606XD21,18-0051,1.277883471,39.30122445,,,0,13.44994693,0,0,37.96930099,7.434185672,0,0.409088218,0,0.158370265,,,,,100,51,GVRD0268 Comp 7 53 Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268,Comp 8,DTR,Feed,N9606XD21,19-0052,1.696960249,38.17968783,,,0,9.47939317,0,5.269693333,38.73982022,6.242543348,0,0.210358731,0,0.181543116,,,,,100,52,GVRD0268 Comp 8 53 Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268,Comp 9,DTR,Feed,N9606XD21,20-0053,3.839467,37.7708709,,,0,13.44384025,0,5.82631847,35.03221751,4.012538138,0,0.074747723,0,0,,,,,100,53,GVRD0268 Comp 9 53 Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSRD0797,Comp 3,DTR,Feed,N9519XD21,2-710017 ,8.450291458,33.13708344,0,0,0,18.71488536,0.520048509,1.925624794,28.45586127,0.963092001,7.833113169,,,,,,,,100,710017,NSRD0797 Comp 3 53 Feed,44710970001,NSRD0797,Comp 3, -53um ,DTR Feed,29.4,33.34,37.87,2.027,0.091,0.493,0.792,0.093,0.096,3.26,0.186,0.055,0.004,0.001,0.004,0.003,0.002,0.01,0.002,0.012,0.006,0.001,-0.001,0.005,0.009,0.64,6.57,-0.17,7.04
NSRD0797,Comp 4,DTR,Feed,N9519XD21,4-710018 ,2.899365112,35.09941296,0,0,1.150150499,13.0713445,0,4.680338728,33.91985165,1.218339035,7.961197513,,,,,,,,100,710018,NSRD0797 Comp 4 53 Feed,44710970002,NSRD0797,Comp 4, -53um ,DTR Feed,36.4,34.11,38.99,1.061,0.048,0.619,1.389,0.091,0.022,2.65,0.283,0.055,0.002,-0.001,0.004,0.002,-0.001,0.005,-0.001,0.006,0.002,-0.001,-0.001,0.003,0.008,0.32,4.51,0.55,5.38
NSRD0797,Comp 8,DTR,Feed,N9519XD21,10-710019 ,4.191271423,33.95259334,0,0,0,13.88881776,0.445173694,2.945795516,35.43675765,1.256503328,7.883087295,,,,,,,,100,710019,NSRD0797 Comp 8 53 Feed,44710970003,NSRD0797,Comp 8, -53um ,DTR Feed,36.1,35.24,38.04,1.361,0.059,0.558,0.996,0.098,0.045,2.72,0.284,0.066,0.003,-0.001,0.004,0.003,0.002,0.012,0.002,0.008,0.003,-0.001,-0.001,0.004,0.008,0.36,4.66,0.03,5.05
NSRD0797,Comp 9,DTR,Feed,N9519XD21,12-710020 ,3.137424754,32.14872553,0,0,2.000500078,10.9789249,0.995823875,3.670110947,38.99426718,1.507102728,6.567120018,,,,,,,,100,710020,NSRD0797 Comp 9 53 Feed,44710970004,NSRD0797,Comp 9, -53um ,DTR Feed,40.5,36.67,36.65,1.25,0.057,0.583,1.286,0.121,0.028,2.54,0.429,0.047,0.003,-0.001,0.006,0.003,0.003,0.013,0.002,0.008,0.004,-0.001,-0.001,0.005,0.009,0.22,3.81,0.28,4.31
NSRD0797,Comp 13,DTR,Feed,N9519XD21,18-710021 ,0.388344889,33.63274378,0,0,4.375479232,8.874151509,0.34503112,4.399130218,40.69237234,1.875909829,5.416837087,,,,,,,,100,710021,NSRD0797 Comp 13 53 Feed,44710970005,NSRD0797,Comp 13, -53um ,DTR Feed,41.7,35.93,37.87,1.063,0.047,0.602,1.581,0.086,0.023,2.23,0.719,0.047,0.002,-0.001,0.004,0.003,0.003,0.015,0.001,0.007,0.002,-0.001,-0.001,0.004,0.012,0.08,2.93,0.71,3.72
NSRD0797,Comp 14,DTR,Feed,N9519XD21,20-710022 ,5.477984471,32.45498657,0,0,0,15.54900069,0.808099958,1.987070875,26.00326165,1.485216562,16.23437922,,,,,,,,100,710022,NSRD0797 Comp 14 53 Feed,44710970006,NSRD0797,Comp 14, -53um ,DTR Feed,26.9,31.38,40.63,2.202,0.102,0.528,1.02,0.164,0.124,3.15,0.564,0.104,0.004,0.001,0.004,0.004,0.002,0.019,0.003,0.014,0.006,0.001,0.002,0.004,0.015,0.73,5.18,0.05,5.96
NSRD0798,Comp 3,DTR,Feed,N9519XD21,1-710001 ,2.569533364,32.30403141,0,0,0,17.03029203,0,1.199429111,33.81331881,1.293608249,11.78978703,,,,,,,,100,710001,NSRD0798 Comp 3 53 Feed,44710980258,NSRD0798,Comp 3, -53um ,DTR Feed,34.79,36.06,37.2,1.268,0.058,0.585,0.698,0.108,0.042,2.35,0.364,0.059,0.003,0.001,0.004,0.002,0.003,0.008,0.002,0.007,0.005,0.001,-0.001,0.003,0.006,0.57,5.07,-0.24,5.4
NSRD0798,Comp 4,DTR,Feed,N9519XD21,3-710002 ,2.536038153,30.92157257,0,0,2.224681916,11.04438812,0,5.094416818,36.11993291,1.356541333,10.70242818,,,,,,,,100,710002,NSRD0798 Comp 4 53 Feed,44710980259,NSRD0798,Comp 4, -53um ,DTR Feed,38.2,36,37.23,1.393,0.069,0.578,1.472,0.1,0.092,2.2,0.532,0.053,0.003,0.001,0.003,0.002,0.002,0.009,0.002,0.009,0.006,-0.001,-0.001,0.003,0.005,0.3,3.6,0.58,4.48
NSRD0798,Comp 5,DTR,Feed,N9519XD21,6-710003 ,0.805722577,31.66007934,0,0,6.509743539,8.887137319,0,7.55362544,35.66159566,1.568985675,7.35311045,,,,,,,,100,710003,NSRD0798 Comp 5 53 Feed,44710980260,NSRD0798,Comp 5, -53um ,DTR Feed,34.96,34.34,38.55,1.704,0.079,0.494,2.117,0.135,0.082,2.07,1.134,0.049,0.004,0.001,0.002,0.004,0.004,0.019,0.002,0.013,0.007,-0.001,0.001,0.003,0.008,0.14,2.89,1.26,4.29
NSRD0798,Comp 6,DTR,Feed,N9519XD21,8-710004 ,2.61470829,34.04722614,0,0,0,11.19156029,0.685635658,7.796140354,28.69160954,1.357299646,13.61582008,,,,,,,,100,710004,NSRD0798 Comp 6 53 Feed,44710980261,NSRD0798,Comp 6, -53um ,DTR Feed,28.7,31.76,41.21,1.592,0.09,0.39,2.163,0.108,0.126,2.31,0.551,0.072,0.004,0.002,0.002,0.002,0.002,0.012,0.003,0.013,0.007,0.001,0.001,0.003,0.008,0.54,3.77,1.43,5.74
NSRD0798,Comp 7,DTR,Feed,N9519XD21,9-710005 ,3.318281438,30.67372924,0,0,0,18.13038286,0.827408072,3.393229128,21.28409101,1.335201511,21.03767674,,,,,,,,100,710005,NSRD0798 Comp 7 53 Feed,44710980262,NSRD0798,Comp 7, -53um ,DTR Feed,22.7,31.9,40.5,1.817,0.087,0.4,1.149,0.088,0.113,2.34,0.506,0.1,0.004,0.002,0.003,0.002,0.001,0.01,0.002,0.013,0.006,0.001,-0.001,0.003,0.006,1.51,5.23,0.38,7.12
NSRD0798,Comp 8,DTR,Feed,N9519XD21,11-710006 ,2.962984864,28.70453199,0,0,0,18.09932484,2.174345254,2.367808238,22.46331818,1.397362563,21.83032407,,,,,,,,100,710006,NSRD0798 Comp 8 53 Feed,44710980263,NSRD0798,Comp 8, -53um ,DTR Feed,24.68,32.98,39.59,1.844,0.086,0.415,0.887,0.111,0.082,2.33,0.541,0.106,0.004,0.002,0.003,0.002,0.001,0.01,0.002,0.012,0.007,0.001,0.002,0.002,0.008,1.54,5.12,0.08,6.74
NSRD0798,Comp 9,DTR,Feed,N9519XD21,13-710007 ,4.046204468,25.86152603,0,1.64534611,0,18.74178007,3.014866981,3.703864358,14.81496043,1.428836892,26.74261466,,,,,,,,100,710007,NSRD0798 Comp 9 53 Feed,44710980264,NSRD0798,Comp 9, -53um ,DTR Feed,16,30.33,40.19,2.566,0.117,0.383,1.457,0.114,0.212,2.61,0.687,0.123,0.005,0.002,0.002,0.004,0.003,0.012,0.004,0.018,0.009,0.001,0.001,0.003,0.008,1.71,5.62,0.73,8.06
NSRD0798,Comp 10,DTR,Feed,N9519XD21,15-710008 ,4.43479405,28.68516418,0,0,0,11.77259351,0.942693242,7.163075652,23.818997,1.190001746,21.99268062,,,,,,,,100,710008,NSRD0798 Comp 10 53 Feed,44710980265,NSRD0798,Comp 10, -53um ,DTR Feed,24.85,32.25,39.49,2.275,0.106,0.347,2.004,0.11,0.144,2.28,0.58,0.102,0.005,0.002,0.002,0.002,0.001,0.009,0.003,0.016,0.008,0.001,0.001,0.003,0.007,1.02,3.82,1.19,6.03
NSRD0799, Comp 5 ,DTR,Feed,N9519XD21,5-710009 ,4.730855579,37.42355692,0,1.970962239,8.952523404,9.109439993,0,1.996050012,21.41070306,11.61605612,2.78985267,,,,,,,,100,710009,NSRD0799 Comp 5 53 Feed,44710990281,NSRD0799,Comp 5, -53um ,DTR Feed,19.05,30.51,42.97,3.606,0.166,0.421,0.902,0.12,0.094,1.89,1.532,0.225,0.006,0.002,0.002,0.004,0.003,0.037,0.004,0.036,0.013,0.002,-0.001,0.006,0.012,0.98,3,0.21,4.19
NSRD0799, Comp 5 ,DTR,Feed,N9519XD21,5-710009 ,4.730855579,37.42355692,0,1.970962239,8.952523404,9.109439993,0,1.996050012,21.41070306,11.61605612,2.78985267,,,,,,,,100,710009,NSRD0799 Comp 5 53 Feed,44710990306,NSRD0799,Comp 5, -53um ,R-DTR Feed,,31.34,41.61,3.485,0.161,0.429,0.863,0.114,0.09,1.85,1.484,0.202,0.006,0.001,-0.001,0.004,0.003,0.036,0.005,0.038,0.013,0.001,-0.001,0.006,0.009,0.87,3.13,0.23,4.23
NSRD0799, Comp 6 ,DTR,Feed,N9519XD21,7-710010 ,3.947913994,33.49906596,0,2.289853377,7.479863008,11.1962872,0.257842026,4.923352485,27.97223143,4.315233944,4.118356581,,,,,,,,100,710010,NSRD0799 Comp 6 53 Feed,44710990282,NSRD0799,Comp 6, -53um ,DTR Feed,29.05,30.96,41.27,2.748,0.123,0.436,1.537,0.116,0.064,2.39,1.331,0.238,0.004,0.002,0.003,0.002,0.001,0.03,0.003,0.027,0.01,0.002,0.002,0.003,0.012,0.27,4.01,0.8,5.08
NSRD0799, Comp 6 ,DTR,Feed,N9519XD21,7-710010 ,3.947913994,33.49906596,0,2.289853377,7.479863008,11.1962872,0.257842026,4.923352485,27.97223143,4.315233944,4.118356581,,,,,,,,100,710010,NSRD0799 Comp 6 53 Feed,44710990307,NSRD0799,Comp 6, -53um ,R-DTR Feed,,31.25,40.85,2.705,0.121,0.438,1.52,0.117,0.062,2.39,1.308,0.228,0.004,-0.001,-0.001,0.003,0.004,0.03,0.004,0.028,0.009,0.001,-0.001,0.004,0.011,0.12,4.16,0.74,5.02
NSRD0799, Comp 10,DTR,Feed,N9519XD21,14-710011 ,5.205887807,34.8313025,0,1.13228459,4.503216561,12.44399399,0.332838552,5.168059944,29.6175965,3.03456344,3.730256115,,,,,,,,100,710011,NSRD0799 Comp 10 53 Feed,44710990283,NSRD0799,Comp 10, -53um ,DTR Feed,29.35,31.17,41.28,2.456,0.106,0.458,1.455,0.079,0.117,2.67,0.906,0.112,0.004,0.002,0.002,0.002,0.002,0.021,0.003,0.018,0.008,0.001,0.003,0.004,0.009,0.29,4.6,0.76,5.65
NSRD0799, Comp 10,DTR,Feed,N9519XD21,14-710011 ,5.205887807,34.8313025,0,1.13228459,4.503216561,12.44399399,0.332838552,5.168059944,29.6175965,3.03456344,3.730256115,,,,,,,,100,710011,NSRD0799 Comp 10 53 Feed,44710990308,NSRD0799,Comp 10, -53um ,R-DTR Feed,,31.41,40.62,2.421,0.105,0.456,1.441,0.085,0.143,2.63,0.888,0.11,0.004,-0.001,-0.001,0.003,0.002,0.021,0.003,0.019,0.006,-0.001,-0.001,0.003,0.009,0.1,4.76,0.7,5.56
NSRD0799, Comp 12,DTR,Feed,N9519XD21,16-710012 ,2.985827641,31.34055302,2.231753019,1.93595901,9.067992304,9.629580586,0,4.005537081,28.05696933,4.826223108,5.919604902,,,,,,,,100,710012,NSRD0799 Comp 12 53 Feed,44710990284,NSRD0799,Comp 12, -53um ,DTR Feed,29.56,31.45,41.12,3.024,0.138,0.426,1.265,0.078,0.088,2.38,1.57,0.292,0.004,0.002,0.002,0.004,0.002,0.035,0.004,0.024,0.01,0.002,0.002,0.004,0.007,0.31,3.64,0.59,4.54
NSRD0799, Comp 12,DTR,Feed,N9519XD21,16-710012 ,2.985827641,31.34055302,2.231753019,1.93595901,9.067992304,9.629580586,0,4.005537081,28.05696933,4.826223108,5.919604902,,,,,,,,100,710012,NSRD0799 Comp 12 53 Feed,44710990309,NSRD0799,Comp 12, -53um ,R-DTR Feed,,31.72,40.52,2.956,0.134,0.433,1.276,0.085,0.085,2.41,1.532,0.311,0.006,-0.001,-0.001,0.004,0.005,0.039,0.004,0.026,0.009,0.002,0.001,0.005,0.009,0.09,3.75,0.54,4.38
NSRD0799, Comp 13,DTR,Feed,N9519XD21,17-710013 ,6.562427697,32.01682665,0,0.981444759,10.09362146,10.53157044,0.575579051,4.852659358,24.84504545,2.34036474,7.200460396,,,,,,,,100,710013,NSRD0799 Comp 13 53 Feed,44710990285,NSRD0799,Comp 13, -53um ,DTR Feed,26.65,28.88,43.33,3.645,0.16,0.427,1.34,0.085,0.354,2.53,1.874,0.108,0.005,0.002,0.003,0.005,0.004,0.043,0.004,0.027,0.011,-0.001,0.002,0.006,0.009,0.16,3.75,0.66,4.57
NSRD0799, Comp 13,DTR,Feed,N9519XD21,17-710013 ,6.562427697,32.01682665,0,0.981444759,10.09362146,10.53157044,0.575579051,4.852659358,24.84504545,2.34036474,7.200460396,,,,,,,,100,710013,NSRD0799 Comp 13 53 Feed,44710990310,NSRD0799,Comp 13, -53um ,R-DTR Feed,,28.79,43.04,3.574,0.157,0.429,1.314,0.083,0.334,2.5,1.859,0.111,0.007,0.001,-0.001,0.005,0.005,0.045,0.005,0.028,0.012,0.001,0.002,0.006,0.012,0.08,3.83,0.66,4.57
NSRD0799, Comp 14,DTR,Feed,N9519XD21,19-710014 ,8.607244527,30.87244133,0,0,16.30035942,11.71374326,0.669586899,3.926096777,16.17458568,0.899365311,10.8365768,,,,,,,,100,710014,NSRD0799 Comp 14 53 Feed,44710990286,NSRD0799,Comp 14, -53um ,DTR Feed,16.65,23.33,46.38,6.693,0.286,0.327,1.129,0.083,0.235,3.11,2.65,0.105,0.008,0.003,0.002,0.005,0.002,0.069,0.008,0.063,0.019,0.002,0.001,0.006,0.011,0.49,4.45,0.72,5.66
NSRD0799, Comp 14,DTR,Feed,N9519XD21,19-710014 ,8.607244527,30.87244133,0,0,16.30035942,11.71374326,0.669586899,3.926096777,16.17458568,0.899365311,10.8365768,,,,,,,,100,710014,NSRD0799 Comp 14 53 Feed,44710990311,NSRD0799,Comp 14, -53um ,R-DTR Feed,,23.79,45.98,5.893,0.277,0.321,1.123,0.086,0.232,3.05,2.605,0.1,0.01,0.001,-0.001,0.006,0.005,0.066,0.008,0.056,0.02,0.002,0.002,0.007,0.011,0.35,4.51,0.67,5.53
NSRD0799, Comp 16,DTR,Feed,N9519XD21,21-710015 ,9.026071275,31.18422995,0,0,11.83078553,14.54295785,0.608680719,3.28857657,16.7012792,1.257541357,11.55987755,,,,,,,,100,710015,NSRD0799 Comp 16 53 Feed,44710990287,NSRD0799,Comp 16, -53um ,DTR Feed,16.9,25.5,44.54,5.176,0.253,0.341,1.042,0.082,0.329,3.11,1.954,0.086,0.007,0.002,0.002,0.005,0.004,0.09,0.007,0.054,0.018,0.002,-0.001,0.006,0.012,0.55,5.06,0.7,6.31
NSRD0799, Comp 16,DTR,Feed,N9519XD21,21-710015 ,9.026071275,31.18422995,0,0,11.83078553,14.54295785,0.608680719,3.28857657,16.7012792,1.257541357,11.55987755,,,,,,,,100,710015,NSRD0799 Comp 16 53 Feed,44710990312,NSRD0799,Comp 16, -53um ,R-DTR Feed,,25.63,43.59,5.083,0.246,0.335,0.998,0.076,0.37,3.05,1.918,0.086,0.007,-0.001,-0.001,0.004,0.002,0.091,0.007,0.055,0.018,0.002,0.003,0.005,0.009,0.4,5.23,0.61,6.24
NSRD0799, Comp 17,DTR,Feed,N9519XD21,22-710016 ,9.576864887,30.16335623,0,0,15.12726167,11.74774193,0.773446261,4.09727623,16.38242819,1.191506704,10.94011791,,,,,,,,100,710016,NSRD0799 Comp 17 53 Feed,44710990288,NSRD0799,Comp 17, -53um ,DTR Feed,16.95,23.78,46.39,5.882,0.272,0.324,1.238,0.103,0.267,2.95,2.66,0.103,0.007,0.002,0.005,0.005,0.003,0.099,0.007,0.048,0.018,0.002,0.005,0.005,0.012,0.46,4.37,0.74,5.57
NSRD0799, Comp 17,DTR,Feed,N9519XD21,22-710016 ,9.576864887,30.16335623,0,0,15.12726167,11.74774193,0.773446261,4.09727623,16.38242819,1.191506704,10.94011791,,,,,,,,100,710016,NSRD0799 Comp 17 53 Feed,44710990313,NSRD0799,Comp 17, -53um ,R-DTR Feed,,23.94,45.74,5.835,0.271,0.317,1.207,0.101,0.26,2.89,2.688,0.094,0.008,-0.001,-0.001,0.005,0.003,0.101,0.008,0.05,0.018,0.002,-0.001,0.006,0.012,0.34,4.39,0.64,5.37
