Sample,BHID,Composite,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P,S,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn,Zr,Sr,LOI371,LOI650,LOI1000,LOI
44718000221,NSRD0800,Comp 8,-53um,CONS,,66.22,5.735,0.616,0.068,0.044,0.066,0.009,0.021,0.377,0.173,0.016,0.018,-0.001,-0.001,0.004,0.003,0.01,0.02,0.263,0.019,0.002,-0.001,-0.001,0.002,-0.28,-0.78,-1.26,-2.32
44718000222,NSRD0800,Comp 11,-53um,CONS,,66.31,6.412,0.48,0.04,0.039,0.064,0.01,0.019,0.304,0.218,0.019,0.007,-0.001,-0.001,0.003,0.004,0.014,0.009,0.067,0.012,0.002,0.001,0.001,0.002,-0.39,-1.04,-1.19,-2.62
44718000223,NSRD0800,Comp 15,-53um,CONS,,66.34,6.262,0.553,0.044,0.039,0.077,0.01,0.018,0.264,0.325,0.013,0.006,-0.001,-0.001,0.003,0.004,0.014,0.01,0.068,0.015,0.003,0.001,0.001,0.003,-0.4,-1.05,-1.19,-2.64
44718000224,NSRD0800,Comp 4,-53um,TAILS,,13.57,60.72,3.052,0.132,0.692,1.923,0.12,0.074,3.33,1.218,0.125,0.008,-0.001,-0.001,0.008,0.005,0.038,0.002,0.006,0.008,0.001,-0.001,0.003,0.014,0.53,6.56,1.58,8.67
44718000225,NSRD0800,Comp 5,-53um,TAILS,,14.32,56.21,5.558,0.254,0.539,1.441,0.123,0.426,3.65,2.286,0.102,0.01,-0.001,-0.001,0.009,0.006,0.054,0.004,0.017,0.016,0.002,0.004,0.006,0.013,0.44,6.51,1.14,8.09
44718000226,NSRD0800,Comp 6,-53um,TAILS,,14.21,55,7.532,0.334,0.306,1.315,0.114,0.36,3.37,3.417,0.113,0.012,-0.001,-0.001,0.009,0.006,0.073,0.007,0.035,0.021,0.002,0.005,0.006,0.01,0.53,5.07,1.08,6.68
44718000227,NSRD0800,Comp 8,-53um,TAILS,,15.78,53.2,7.019,0.335,0.345,1.195,0.081,0.429,3.68,2.746,0.106,0.011,-0.001,0.001,0.01,0.005,0.065,0.008,0.036,0.022,0.003,0.004,0.008,0.012,0.54,5.91,1.13,7.58
44718000228,NSRD0800,Comp 11,-53um,TAILS,,13.41,58.6,4.342,0.19,0.515,1.758,0.109,0.364,3.9,1.494,0.145,0.008,-0.001,-0.001,0.007,0.005,0.038,0.002,0.011,0.012,0.001,0.003,0.003,0.011,0.38,6.41,1.45,8.24
44718000229,NSRD0800,Comp 15,-53um,TAILS,,13.01,58.74,4.195,0.18,0.539,2.007,0.123,0.219,3.67,1.757,0.164,0.008,-0.001,-0.001,0.008,0.004,0.035,0.002,0.01,0.011,0.001,0.002,0.003,0.012,0.43,6.98,1.59,9.0
44718000229 Rpt,,,,,,13.03,58.7,4.196,0.178,0.54,2.002,0.122,0.219,3.67,1.76,0.164,0.008,-0.001,-0.001,0.008,0.005,0.036,0.002,0.01,0.012,0.001,-0.001,0.004,0.012,0.44,7.0,1.6,9.04
44718000215 Rpt,,,,,,22.33,46.64,6.173,0.301,0.307,1.067,0.07,0.378,3.28,2.424,0.086,0.011,0.001,-0.001,0.007,0.004,0.059,0.01,0.069,0.027,0.002,0.003,0.007,0.012,0.46,5.14,0.78,6.38
STD 2.1,,,,,,3.764,64.41,15.28,0.83,0.057,3.633,0.102,0.063,2.41,4,2.706,0.009,0.001,0.011,0.004,0.002,0.111,0.012,0.009,0.005,0.001,0.006,0.029,0.031,0.18,0.18,0.22,0.58
OREAS 40,,,,,,66.72,4.64,0.13,0.05,0.015,0.015,0.004,0.008,0.017,0.018,0.013,0.001,0.005,0.005,0.002,0.001,0.005,0.001,0.04,0.004,0.001,0.001,0.004,0.003,-0.07,-0.17,-0.01,-0.25
STD 1.1,,,,,,66.76,4.668,0.138,0.048,0.013,0.014,0.005,0.008,0.019,0.018,0.014,-0.001,0.004,0.001,0.003,0.001,0.005,0.001,0.039,0.003,0.003,0.002,0.002,0.003,-0.06,-0.15,-0.03,-0.24
STD 3.1,,,,,,55.13,7.864,2.96,0.393,0.005,0.101,0.151,0.032,0.083,0.006,0.014,0.002,0.002,0.002,0.002,0.002,0.004,0.004,0.011,0.006,0.001,-0.001,0.012,0.005,8.52,0.55,0.3,9.37
STD 4.1,,,,,,45.6,24.76,2.359,0.25,0.005,0.094,0.105,0.023,0.073,0.011,0.02,0.001,-0.001,0.001,0.001,0.003,-0.001,0.003,0.009,0.005,0.001,-0.001,0.008,0.006,5.94,0.46,0.26,6.66
STD 5.1,,,,,,1.595,81.9,9.128,0.412,0.08,0.082,0.013,0.002,0.408,3.294,0.338,0.002,-0.001,-0.001,0.002,0.003,0.095,0.003,0.005,-0.001,-0.001,0.006,0.023,0.012,0.95,0.93,0.15,2.03
44711010001,NSRD0801,Comp 3,-53um,FEED,26.0,30.81,42.32,2.305,0.096,0.267,1.828,0.108,0.156,2.04,0.846,0.072,0.002,0.001,0.003,0.001,-0.001,0.007,0.004,0.019,0.006,-0.001,-0.001,0.003,0.008,0.26,4.52,0.86,5.64
44711010002,NSRD0801,Comp 4,-53um,FEED,28.4,31.65,41.29,1.869,0.082,0.355,1.988,0.106,0.163,1.92,0.698,0.059,0.001,0.001,0.001,-0.001,-0.001,0.004,0.002,0.016,0.006,-0.001,-0.001,0.002,0.008,0.26,4.68,0.99,5.93
44711010003,NSRD0801,Comp 5,-53um,FEED,22.3,29.17,43.79,2.501,0.103,0.305,1.494,0.106,0.291,2.32,0.805,0.079,0.002,0.001,0.002,0.001,-0.001,0.011,0.002,0.021,0.007,-0.001,-0.001,0.003,0.008,0.28,5.27,0.66,6.21
44711010004,NSRD0801,Comp 6,-53um,FEED,12.4,25.38,44.2,3.758,0.149,0.368,1.798,0.124,0.474,3.06,1.079,0.098,0.003,0.001,0.001,0.001,-0.001,0.013,0.003,0.03,0.012,-0.001,-0.001,0.004,0.009,0.5,6.78,1.1,8.38
44711010005,NSRD0801,Comp 7,-53um,FEED,11.6,23.43,48.14,4.382,0.177,0.289,1.538,0.118,0.703,2.96,1.248,0.1,0.003,0.001,0.004,0.001,0.001,0.012,0.004,0.036,0.013,0.001,-0.001,0.005,0.009,0.44,5.23,1.16,6.83
44711010006,NSRD0801,Comp 8,-53um,FEED,24.6,30.42,40.93,2.383,0.097,0.322,1.877,0.109,0.128,2.69,0.811,0.088,0.002,-0.001,0.003,-0.001,0.002,0.008,0.003,0.021,0.011,-0.001,-0.001,0.004,0.01,0.38,5.36,0.99,6.73
44711010007,NSRD0801,Comp 3,-45um,FEED,25.6,30.8,42.48,2.289,0.092,0.269,1.817,0.104,0.153,2.01,0.848,0.053,0.002,0.001,0.003,0.001,0.001,0.011,0.002,0.019,0.008,0.001,-0.001,0.003,0.009,0.28,4.52,0.76,5.56
44711010008,NSRD0801,Comp 4,-45um,FEED,27.0,31.3,41.69,1.89,0.081,0.359,2.007,0.096,0.152,1.95,0.699,0.043,0.002,-0.001,0.002,-0.001,-0.001,0.005,0.002,0.018,0.009,-0.001,-0.001,0.003,0.008,0.35,4.64,0.99,5.98
44711010009,NSRD0801,Comp 5,-45um,FEED,21.9,28.43,44.75,2.484,0.102,0.315,1.477,0.106,0.25,2.35,0.792,0.076,0.002,-0.001,0.002,0.001,0.002,0.012,0.002,0.023,0.012,0.001,-0.001,0.004,0.009,0.3,5.45,0.61,6.36
44711010010,NSRD0801,Comp 6,-45um,FEED,12.4,25.8,43.6,3.657,0.147,0.37,1.773,0.127,0.49,3.02,1.053,0.099,0.003,0.002,0.002,0.002,0.001,0.016,0.003,0.042,0.026,0.001,-0.001,0.005,0.009,0.49,6.89,1.07,8.45
44711010011,NSRD0801,Comp 7,-45um,FEED,11.4,23.78,47.33,4.511,0.185,0.29,1.492,0.116,0.742,2.99,1.274,0.108,0.003,0.001,0.004,0.002,0.001,0.01,0.004,0.036,0.013,0.001,-0.001,0.005,0.008,0.48,5.2,1.14,6.82
44711010012,NSRD0801,Comp 8,-45um,FEED,24.9,30.12,40.93,2.364,0.096,0.311,1.825,0.109,0.131,2.64,0.809,0.086,0.002,-0.001,0.001,-0.001,-0.001,0.008,0.002,0.019,0.008,-0.001,-0.001,0.004,0.008,0.37,5.2,0.94,6.51
44711010013,NSRD0801,Comp 3,-38um,FEED,24.6,30.53,42.85,2.263,0.094,0.273,1.85,0.105,0.151,2.03,0.829,0.054,0.002,0.001,-0.001,0.001,-0.001,0.011,0.002,0.02,0.009,-0.001,-0.001,0.003,0.008,0.29,4.44,0.81,5.54
44711010014,NSRD0801,Comp 4,-38um,FEED,26.8,31,42.14,1.902,0.08,0.35,2.023,0.109,0.158,1.95,0.71,0.054,0.002,-0.001,0.002,0.001,-0.001,0.008,0.001,0.016,0.005,-0.001,-0.001,0.003,0.009,0.34,4.58,0.96,5.88
44711010015,NSRD0801,Comp 5,-38um,FEED,21.7,29.17,43.9,2.494,0.104,0.304,1.416,0.108,0.304,2.3,0.801,0.076,0.001,0.001,0.002,-0.001,-0.001,0.005,0.003,0.021,0.008,0.001,-0.001,0.003,0.007,0.3,5.27,0.67,6.24
44711010016,NSRD0801,Comp 6,-38um,FEED,12.5,25.77,43.6,3.693,0.152,0.371,1.774,0.118,0.464,3.03,1.058,0.107,0.004,0.002,0.001,0.002,0.003,0.016,0.004,0.032,0.012,0.001,-0.001,0.006,0.012,0.51,6.96,1.08,8.55
44711010017,NSRD0801,Comp 7,-38um,FEED,11.8,23.68,47.55,4.452,0.184,0.296,1.476,0.114,0.726,3,1.232,0.111,0.004,0.002,0.003,0.003,0.003,0.013,0.005,0.038,0.015,0.002,-0.001,0.006,0.01,0.47,5.33,1.15,6.95
44711010018,NSRD0801,Comp 8,-38um,FEED,25.3,30.28,41.29,2.371,0.097,0.301,1.815,0.106,0.141,2.58,0.821,0.086,0.002,-0.001,0.003,-0.001,-0.001,0.01,0.003,0.019,0.007,-0.001,-0.001,0.003,0.009,0.36,5.08,0.92,6.36
44711010019,NSRD0801,Comp 3,-53um,CONS,84.4,67.86,4.607,0.304,0.024,0.029,0.109,0.009,0.008,0.18,0.145,-0.001,0.002,-0.001,0.004,0.001,-0.001,0.002,0.007,0.049,0.008,-0.001,0.003,-0.001,-0.001,-0.4,-0.97,-1.21,-2.58
44711010020,NSRD0801,Comp 4,-53um,CONS,89.0,67.94,4.515,0.306,0.027,0.034,0.12,0.009,0.011,0.183,0.159,0.014,0.004,-0.001,0.003,0.004,0.007,0.005,0.006,0.048,0.01,0.001,-0.001,0.002,0.001,-0.41,-1.06,-1.22,-2.69
44711010021,NSRD0801,Comp 5,-53um,CONS,88.4,67.39,5.197,0.306,0.025,0.033,0.114,0.014,0.009,0.226,0.125,0.02,0.003,-0.001,0.002,0.002,0.004,0.005,0.006,0.058,0.013,-0.001,-0.001,-0.001,-0.001,-0.38,-0.91,-1.3,-2.59
44711010022,NSRD0801,Comp 6,-53um,CONS,89.2,67.88,4.148,0.368,0.037,0.04,0.123,0.014,0.013,0.29,0.086,0.005,0.003,-0.001,0.004,0.001,-0.001,0.002,0.01,0.123,0.009,-0.001,-0.001,-0.001,-0.001,-0.32,-0.81,-1.31,-2.44
44711010023,NSRD0801,Comp 7,-53um,CONS,88.6,67.57,4.685,0.364,0.036,0.034,0.116,0.016,0.024,0.296,0.076,0.022,0.003,-0.001,0.002,0.003,0.004,-0.001,0.008,0.094,0.008,0.001,0.002,0.001,-0.001,-0.33,-1.04,-1.17,-2.54
44711010024,NSRD0801,Comp 8,-53um,CONS,89.4,67.9,4.352,0.346,0.032,0.034,0.138,0.017,0.01,0.295,0.125,0.038,0.004,0.001,0.002,0.004,0.003,0.004,0.006,0.054,0.01,-0.001,-0.001,-0.001,-0.001,-0.42,-1.0,-1.23,-2.65
44711010025,NSRD0801,Comp 3,-45um,CONS,84.8,67.86,4.525,0.302,0.026,0.027,0.098,0.009,0.009,0.19,0.144,0.011,0.004,-0.001,0.003,0.004,0.006,0.008,0.007,0.05,0.009,0.001,0.001,0.002,0.002,-0.4,-0.95,-1.18,-2.53
44711010026,NSRD0801,Comp 4,-45um,CONS,89.6,68.09,4.306,0.303,0.027,0.033,0.114,0.008,0.01,0.186,0.15,0.021,0.004,-0.001,0.003,0.005,0.009,0.007,0.006,0.047,0.008,0.001,0.001,0.002,0.002,-0.44,-1.04,-1.21,-2.69
44711010027,NSRD0801,Comp 5,-45um,CONS,89.0,67.56,4.92,0.308,0.025,0.033,0.107,0.014,0.008,0.239,0.117,0.021,0.003,-0.001,0.004,0.003,0.006,0.007,0.007,0.056,0.008,-0.001,0.001,0.001,0.001,-0.42,-0.92,-1.23,-2.57
44711010028,NSRD0801,Comp 6,-45um,CONS,89.8,67.46,4.449,0.421,0.045,0.043,0.136,0.016,0.014,0.325,0.094,0.025,0.004,-0.001,0.002,0.003,0.005,0.004,0.011,0.123,0.011,0.001,-0.001,0.002,-0.001,-0.34,-0.73,-1.25,-2.32
44711010029,NSRD0801,Comp 7,-45um,CONS,89.6,68.06,4.178,0.344,0.034,0.032,0.1,0.015,0.023,0.269,0.069,0.024,0.004,0.001,0.003,0.003,0.003,0.004,0.008,0.09,0.009,-0.001,-0.001,-0.001,-0.001,-0.35,-1.06,-1.22,-2.63
44711010030,NSRD0801,Comp 8,-45um,CONS,90.9,68.8,3.413,0.28,0.028,0.029,0.111,0.013,0.007,0.24,0.095,0.014,0.006,0.001,0.004,0.003,0.006,0.005,0.007,0.056,0.01,0.001,-0.001,0.002,0.001,-0.46,-1.21,-1.11,-2.78
44711010031,NSRD0801,Comp 3,-38um,CONS,86.7,68.62,3.729,0.247,0.02,0.024,0.089,0.008,0.007,0.161,0.113,0.001,0.003,-0.001,0.002,0.003,0.003,0.004,0.006,0.051,0.009,-0.001,-0.001,-0.001,-0.001,-0.47,-1.09,-1.1,-2.66
44711010032,NSRD0801,Comp 4,-38um,CONS,90.9,68.77,3.65,0.254,0.025,0.03,0.103,0.008,0.008,0.151,0.122,0.007,0.002,-0.001,0.004,0.001,-0.001,0.004,0.006,0.046,0.006,-0.001,-0.001,-0.001,-0.001,-0.48,-1.21,-1.12,-2.81
44711010033,NSRD0801,Comp 5,-38um,CONS,90.1,68.43,4.06,0.249,0.019,0.028,0.09,0.012,0.009,0.192,0.092,0.021,0.003,0.001,0.002,0.002,0.002,0.004,0.006,0.053,0.006,-0.001,-0.001,-0.001,-0.001,-0.44,-1.16,-1.17,-2.77
44711010034,NSRD0801,Comp 6,-38um,CONS,92.6,69.23,2.74,0.274,0.032,0.039,0.089,0.01,0.008,0.212,0.055,0.021,0.005,-0.001,0.001,0.004,0.007,0.005,0.011,0.125,0.012,0.001,0.001,0.002,0.001,-0.4,-1.17,-1.19,-2.76
44711010035,NSRD0801,Comp 7,-38um,CONS,91.9,69.07,3.111,0.276,0.029,0.029,0.076,0.01,0.014,0.219,0.049,0.02,0.004,-0.001,0.002,0.002,0.002,0.004,0.008,0.09,0.012,0.001,0.002,-0.001,-0.001,-0.38,-1.39,-1.04,-2.81
44711010036,NSRD0801,Comp 8,-38um,CONS,92.8,68.12,4.097,0.336,0.031,0.034,0.126,0.016,0.009,0.281,0.117,0.017,0.004,-0.001,0.004,0.004,0.004,0.004,0.006,0.051,0.006,-0.001,0.001,0.001,-0.001,-0.42,-1.14,-1.06,-2.62
44711010037,NSRD0801,Comp 3,-53um,TAILS,1.0,14.03,59.95,3.205,0.126,0.371,2.507,0.149,0.222,2.79,1.129,0.108,0.008,0.002,0.003,0.012,0.002,0.018,0.003,0.007,0.009,0.001,-0.001,0.005,0.013,0.42,6.82,1.79,9.03
44711010038,NSRD0801,Comp 4,-53um,TAILS,0.9,13.79,59.91,2.612,0.108,0.502,2.823,0.15,0.231,2.71,0.935,0.087,0.007,0.002,0.002,0.01,0.001,0.013,-0.001,0.004,0.006,-0.001,-0.001,0.003,0.011,0.44,7.19,2.18,9.81
44711010039,NSRD0801,Comp 5,-53um,TAILS,0.9,16.06,57.33,3.26,0.126,0.398,1.928,0.139,0.385,3,1.007,0.101,0.007,0.002,0.004,0.009,-0.001,0.012,0.002,0.012,0.011,-0.001,-0.001,0.003,0.008,0.46,7.28,1.34,9.08
44711010040,NSRD0801,Comp 6,-53um,TAILS,0.7,18.94,50.7,4.235,0.169,0.414,1.989,0.141,0.531,3.41,1.188,0.146,0.008,0.001,0.003,0.009,0.002,0.016,0.003,0.018,0.013,0.002,-0.001,0.006,0.011,0.62,7.7,1.47,9.79
44711010041,NSRD0801,Comp 7,-53um,TAILS,0.7,17.28,54.44,4.931,0.196,0.321,1.703,0.131,0.773,3.26,1.368,0.141,0.006,0.002,0.002,0.006,0.002,0.01,0.004,0.033,0.02,0.002,-0.001,0.006,0.01,0.6,5.88,1.46,7.94
44711010042,NSRD0801,Comp 8,-53um,TAILS,0.9,16.19,55.23,3.15,0.124,0.42,2.441,0.144,0.175,3.49,1.024,0.129,0.006,0.002,0.003,0.015,-0.001,0.014,0.001,0.007,0.009,-0.001,-0.001,0.003,0.009,0.66,7.54,1.88,10.08
44711010043,NSRD0801,Comp 3,-45um,TAILS,0.9,13.87,60.26,3.182,0.127,0.37,2.522,0.147,0.219,2.77,1.132,0.094,0.009,0.002,0.003,0.01,-0.001,0.016,-0.001,0.005,0.006,-0.001,-0.001,0.003,0.009,0.45,6.73,1.83,9.01
44711010044,NSRD0801,Comp 4,-45um,TAILS,0.9,13.8,59.91,2.599,0.106,0.503,2.81,0.136,0.218,2.73,0.932,0.085,0.009,0.002,0.004,0.009,0.002,0.015,-0.001,0.004,0.006,0.001,-0.001,0.004,0.012,0.54,7.16,2.18,9.88
44711010045,NSRD0801,Comp 5,-45um,TAILS,1.0,16.07,57.69,3.117,0.125,0.394,1.842,0.134,0.33,2.94,0.972,0.105,0.005,0.002,0.003,0.009,0.001,0.012,0.001,0.01,0.007,0.001,-0.001,0.004,0.01,0.5,7.32,1.26,9.08
44711010046,NSRD0801,Comp 6,-45um,TAILS,0.7,19.23,50.11,4.196,0.169,0.424,1.998,0.148,0.566,3.44,1.172,0.148,0.006,0.001,0.004,0.007,0.003,0.018,0.003,0.018,0.014,0.002,-0.001,0.006,0.011,0.64,7.8,1.49,9.93
44711010047,NSRD0801,Comp 7,-45um,TAILS,0.7,17.59,53.78,5.08,0.205,0.322,1.657,0.129,0.825,3.32,1.402,0.139,0.006,0.002,0.004,0.007,0.002,0.014,0.004,0.031,0.015,0.002,-0.001,0.006,0.011,0.64,5.89,1.48,8.01
44711010048,NSRD0801,Comp 8,-45um,TAILS,0.7,15.95,55.55,3.248,0.125,0.41,2.465,0.146,0.193,3.5,1.074,0.128,0.005,0.002,0.004,0.01,-0.001,0.013,-0.001,0.006,0.007,0.001,-0.001,0.004,0.011,0.69,7.43,1.87,9.99
44711010049,NSRD0801,Comp 3,-38um,TAILS,0.9,14.01,60.09,3.111,0.13,0.374,2.526,0.144,0.21,2.75,1.101,0.093,0.006,0.002,0.003,0.01,0.003,0.018,-0.001,0.006,0.007,0.001,-0.001,0.005,0.013,0.49,6.72,1.85,9.06
44711010050,NSRD0801,Comp 4,-38um,TAILS,0.9,13.73,60.17,2.658,0.108,0.489,2.788,0.153,0.229,2.69,0.953,0.08,0.005,0.002,0.003,0.011,0.003,0.016,-0.001,0.005,0.007,0.001,-0.001,0.005,0.013,0.53,7.01,2.09,9.63
44711010051,NSRD0801,Comp 5,-38um,TAILS,0.9,16,57.61,3.252,0.131,0.393,1.825,0.141,0.401,3,1.009,0.114,0.006,0.002,0.002,0.01,0.002,0.015,0.001,0.011,0.009,0.001,-0.001,0.004,0.011,0.51,7.16,1.31,8.98
44711010052,NSRD0801,Comp 6,-38um,TAILS,0.6,19.03,50.33,4.224,0.165,0.42,1.988,0.133,0.538,3.46,1.18,0.148,0.005,0.002,0.004,0.006,-0.001,0.017,0.002,0.019,0.016,0.001,-0.001,0.004,0.008,0.66,7.87,1.5,10.03
44711010053,NSRD0801,Comp 7,-38um,TAILS,0.6,17.46,54.03,4.982,0.202,0.325,1.623,0.13,0.812,3.32,1.361,0.14,0.006,0.002,0.003,0.006,0.001,0.013,0.004,0.029,0.014,0.001,-0.001,0.005,0.008,0.67,5.93,1.51,8.11
44711010054,NSRD0801,Comp 8,-38um,TAILS,0.7,16.04,55.57,3.164,0.125,0.414,2.432,0.147,0.182,3.49,1.041,0.135,0.004,0.002,0.003,0.012,0.001,0.014,-0.001,0.006,0.008,0.001,-0.001,0.004,0.011,0.64,7.47,1.86,9.97
STD 6.1,,,,,,48.42,19.79,2.498,0.288,0.005,0.09,0.119,0.025,0.071,0.01,0.017,0.001,-0.001,0.002,0.001,-0.001,-0.001,0.004,0.006,0.002,-0.001,-0.001,0.007,0.006,6.85,0.56,0.22,7.63
