Sample,BHID,Composite,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P,S,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn,Zr,Sr,LOI371,LOI650,LOI1000,LOI
44710970036,NSRD0797,Comp 14,-38um,CONS,89.4,67.41,5.258,0.273,0.033,0.056,0.072,0.014,0.011,0.349,0.063,0.024,0.004,-0.001,0.002,0.004,0.002,0.004,0.008,0.042,0.007,0.002,-0.001,0.002,0.003,-0.37,-1.1,-1.22,-2.69
44710970037,NSRD0797,Comp 3,-53um,TAILS,1.1,17.11,53.58,2.845,0.125,0.681,1.118,0.131,0.145,4.56,0.224,0.106,0.004,0.001,0.003,0.007,0.001,0.011,-0.001,0.004,0.005,0.001,0.002,0.004,0.013,1.25,9.79,0.54,11.58
44710970038,NSRD0797,Comp 4,-53um,TAILS,0.8,12.33,61.49,1.62,0.062,0.945,2.184,0.136,0.042,4.1,0.396,0.095,0.003,-0.001,0.004,0.006,0.003,0.017,-0.001,-0.001,0.001,-0.001,0.001,0.003,0.015,0.84,7.89,1.93,10.66
44710970039,NSRD0797,Comp 8,-53um,TAILS,0.9,13.65,59.95,2.155,0.085,0.883,1.616,0.156,0.074,4.29,0.402,0.106,0.004,-0.001,0.004,0.006,0.003,0.018,-0.001,0.001,0.003,-0.001,-0.001,0.004,0.012,0.83,8.29,1.16,10.28
44710970040,NSRD0797,Comp 9,-53um,TAILS,0.9,11.97,61.54,2.122,0.084,0.976,2.229,0.205,0.048,4.3,0.674,0.107,0.003,-0.001,0.004,0.006,0.002,0.023,-0.001,-0.001,0.002,0.001,0.002,0.003,0.013,0.73,7.45,1.82,10.0
44710970041,NSRD0797,Comp 13,-53um,TAILS,1.8,10.13,64.93,1.841,0.077,0.96,2.637,0.133,0.057,3.67,1.141,0.072,0.014,-0.001,0.004,0.007,0.005,0.028,-0.001,0.001,0.002,-0.001,-0.001,0.004,0.015,0.88,6.03,2.56,9.47
44710970042,NSRD0797,Comp 14,-53um,TAILS,1.2,16.27,55.74,2.918,0.12,0.709,1.412,0.223,0.168,4.19,0.676,0.153,0.004,0.001,0.003,0.006,0.001,0.021,-0.001,0.004,0.008,-0.001,-0.001,0.003,0.012,1.06,7.67,0.75,9.48
44710970043,NSRD0797,Comp 3,-45um,TAILS,0.9,16.93,54,2.81,0.124,0.686,1.114,0.128,0.143,4.53,0.226,0.095,0.005,0.001,0.004,0.006,0.002,0.011,0.001,0.004,0.008,-0.001,-0.001,0.004,0.013,1.17,9.76,0.55,11.48
44710970044,NSRD0797,Comp 4,-45um,TAILS,0.8,12.51,61.23,1.61,0.062,0.976,2.158,0.139,0.041,4.17,0.392,0.105,0.003,-0.001,0.004,0.005,0.003,0.017,-0.001,-0.001,0.003,-0.001,-0.001,0.004,0.014,0.84,8.22,1.73,10.79
44710970045,NSRD0797,Comp 8,-45um,TAILS,0.8,13.59,60.04,2.153,0.088,0.875,1.549,0.153,0.073,4.25,0.394,0.113,0.003,0.001,0.003,0.005,0.002,0.016,-0.001,0.003,0.003,-0.001,-0.001,0.003,0.013,0.91,8.27,1.03,10.21
44710970046,NSRD0797,Comp 9,-45um,TAILS,1.2,11.96,61.61,2.113,0.089,0.976,2.189,0.205,0.062,4.28,0.669,0.105,0.005,-0.001,0.004,0.006,0.003,0.022,-0.001,0.003,0.003,-0.001,0.001,0.003,0.013,0.76,7.63,1.58,9.97
44710970047,NSRD0797,Comp 13,-45um,TAILS,1.1,9.569,65.66,1.892,0.08,1.01,2.738,0.143,0.045,3.8,1.161,0.09,0.004,0.001,0.004,0.007,0.005,0.028,-0.001,-0.001,0.002,0.001,0.004,0.004,0.016,0.56,6.24,2.45,9.25
44710970048,NSRD0797,Comp 14,-45um,TAILS,0.9,16.28,55.62,2.975,0.13,0.704,1.421,0.224,0.199,4.23,0.679,0.139,0.004,0.002,0.004,0.006,0.003,0.023,0.001,0.004,0.007,0.001,0.002,0.004,0.014,1.08,7.67,0.74,9.49
44710970049,NSRD0797,Comp 3,-38um,TAILS,0.8,17,53.4,2.798,0.121,0.699,1.142,0.13,0.142,4.58,0.216,0.086,0.005,0.001,0.004,0.005,0.002,0.011,-0.001,0.004,0.006,0.001,-0.001,0.004,0.012,1.33,9.94,0.5,11.77
44710970050,NSRD0797,Comp 4,-38um,TAILS,0.7,12.58,61.02,1.617,0.065,0.983,2.102,0.139,0.033,4.19,0.39,0.082,0.002,-0.001,0.005,0.005,0.003,0.013,-0.001,-0.001,0.001,-0.001,0.001,0.004,0.013,0.87,8.26,1.75,10.88
44710970051,NSRD0797,Comp 8,-38um,TAILS,0.8,13.62,59.8,2.193,0.088,0.875,1.575,0.157,0.068,4.3,0.405,0.105,0.004,-0.001,0.003,0.006,0.004,0.018,-0.001,0.002,0.004,0.001,-0.001,0.004,0.014,1.01,8.29,0.97,10.27
44710970052,NSRD0797,Comp 9,-38um,TAILS,0.9,11.85,61.76,2.106,0.09,0.968,2.148,0.207,0.053,4.24,0.664,0.094,0.003,-0.001,0.004,0.005,0.001,0.022,-0.001,0.001,0.002,-0.001,-0.001,0.003,0.012,0.84,7.53,1.55,9.92
44710970053,NSRD0797,Comp 13,-38um,TAILS,0.9,9.548,65.2,1.887,0.074,1.03,2.71,0.143,0.051,3.84,1.191,0.085,0.003,-0.001,0.004,0.005,0.004,0.028,-0.001,-0.001,0.001,0.001,0.002,0.003,0.014,0.67,6.43,2.38,9.48
44710970054,NSRD0797,Comp 14,-38um,TAILS,0.9,16.32,55.55,3.028,0.132,0.707,1.4,0.22,0.19,4.27,0.677,0.15,0.005,0.001,0.005,0.007,0.004,0.021,0.001,0.004,0.008,0.002,0.001,0.004,0.015,1.19,7.55,0.8,9.54
44710970054 Rpt,,,,,,16.33,55.65,3.017,0.131,0.708,1.399,0.219,0.189,4.27,0.675,0.149,0.005,0.001,0.005,0.007,0.004,0.021,0.001,0.004,0.007,0.001,0.001,0.004,0.015,1.2,7.53,0.79,9.52
STD 4.1,,,,,,45.62,24.9,2.36,0.249,0.006,0.094,0.104,0.022,0.062,0.01,0.018,-0.001,0.001,0.003,0.003,-0.001,-0.001,0.003,0.006,0.002,-0.001,0.001,0.009,0.007,5.98,0.54,0.2,6.72
44710980258,NSRD0798,Comp 3,-53um,FEED,34.79,36.06,37.2,1.268,0.058,0.585,0.698,0.108,0.042,2.35,0.364,0.059,0.003,0.001,0.004,0.002,0.003,0.008,0.002,0.007,0.005,0.001,-0.001,0.003,0.006,0.57,5.07,-0.24,5.4
44710980259,NSRD0798,Comp 4,-53um,FEED,38.2,36,37.23,1.393,0.069,0.578,1.472,0.1,0.092,2.2,0.532,0.053,0.003,0.001,0.003,0.002,0.002,0.009,0.002,0.009,0.006,-0.001,-0.001,0.003,0.005,0.3,3.6,0.58,4.48
44710980260,NSRD0798,Comp 5,-53um,FEED,34.96,34.34,38.55,1.704,0.079,0.494,2.117,0.135,0.082,2.07,1.134,0.049,0.004,0.001,0.002,0.004,0.004,0.019,0.002,0.013,0.007,-0.001,0.001,0.003,0.008,0.14,2.89,1.26,4.29
44710980261,NSRD0798,Comp 6,-53um,FEED,28.7,31.76,41.21,1.592,0.09,0.39,2.163,0.108,0.126,2.31,0.551,0.072,0.004,0.002,0.002,0.002,0.002,0.012,0.003,0.013,0.007,0.001,0.001,0.003,0.008,0.54,3.77,1.43,5.74
44710980262,NSRD0798,Comp 7,-53um,FEED,22.7,31.9,40.5,1.817,0.087,0.4,1.149,0.088,0.113,2.34,0.506,0.1,0.004,0.002,0.003,0.002,0.001,0.01,0.002,0.013,0.006,0.001,-0.001,0.003,0.006,1.51,5.23,0.38,7.12
44710980263,NSRD0798,Comp 8,-53um,FEED,24.68,32.98,39.59,1.844,0.086,0.415,0.887,0.111,0.082,2.33,0.541,0.106,0.004,0.002,0.003,0.002,0.001,0.01,0.002,0.012,0.007,0.001,0.002,0.002,0.008,1.54,5.12,0.08,6.74
44710980264,NSRD0798,Comp 9,-53um,FEED,16.0,30.33,40.19,2.566,0.117,0.383,1.457,0.114,0.212,2.61,0.687,0.123,0.005,0.002,0.002,0.004,0.003,0.012,0.004,0.018,0.009,0.001,0.001,0.003,0.008,1.71,5.62,0.73,8.06
44710980265,NSRD0798,Comp 10,-53um,FEED,24.85,32.25,39.49,2.275,0.106,0.347,2.004,0.11,0.144,2.28,0.58,0.102,0.005,0.002,0.002,0.002,0.001,0.009,0.003,0.016,0.008,0.001,0.001,0.003,0.007,1.02,3.82,1.19,6.03
44710980266,NSRD0798,Comp 3,-45um,FEED,34.6,36.33,37.03,1.227,0.058,0.585,0.703,0.106,0.038,2.32,0.355,0.06,0.003,0.001,0.003,0.004,0.003,0.01,0.001,0.008,0.005,-0.001,-0.001,0.003,0.007,0.63,4.95,-0.2,5.38
44710980267,NSRD0798,Comp 4,-45um,FEED,38.2,35.73,37.62,1.401,0.067,0.569,1.417,0.1,0.081,2.18,0.533,0.069,0.003,0.002,0.003,0.002,0.001,0.009,0.002,0.009,0.006,-0.001,-0.001,0.002,0.006,0.33,3.54,0.54,4.41
44710980268,NSRD0798,Comp 5,-45um,FEED,35.12,33.83,38.78,1.755,0.078,0.489,2.173,0.144,0.09,2.11,1.152,0.055,0.006,0.001,0.003,0.002,0.003,0.016,0.002,0.014,0.01,-0.001,0.001,0.003,0.012,0.21,2.91,1.31,4.43
44710980269,NSRD0798,Comp 6,-45um,FEED,29.0,31.94,41.07,1.587,0.073,0.387,2.184,0.105,0.159,2.29,0.541,0.068,0.004,0.002,0.003,0.002,0.003,0.01,0.003,0.013,0.006,0.001,0.001,0.003,0.007,0.59,3.77,1.4,5.76
44710980270,NSRD0798,Comp 7,-45um,FEED,22.63,31.83,40.49,1.84,0.089,0.401,1.16,0.094,0.1,2.37,0.506,0.099,0.004,0.002,0.003,0.002,0.001,0.008,0.003,0.013,0.006,0.001,0.001,0.003,0.006,1.75,5.07,0.38,7.2
44710980271,NSRD0798,Comp 8,-45um,FEED,24.75,33,39.46,1.851,0.084,0.415,0.879,0.112,0.077,2.3,0.537,0.103,0.004,0.002,0.004,0.002,0.003,0.008,0.002,0.013,0.007,0.001,-0.001,0.003,0.006,1.75,4.93,0.06,6.74
44710980272,NSRD0798,Comp 9,-45um,FEED,16.0,30.17,40.33,2.591,0.118,0.382,1.495,0.115,0.212,2.6,0.692,0.13,0.005,0.002,0.003,0.002,0.003,0.013,0.003,0.019,0.009,0.002,0.001,0.003,0.01,1.8,5.5,0.74,8.04
44710980273,NSRD0798,Comp 10,-45um,FEED,25.2,32.15,39.66,2.25,0.114,0.348,1.983,0.105,0.145,2.29,0.578,0.107,0.006,0.002,0.002,0.004,0.001,0.009,0.004,0.016,0.007,0.001,0.001,0.003,0.009,1.09,3.79,1.21,6.09
44710980274,NSRD0798,Comp 3,-38um,FEED,33.82,35.87,37.27,1.276,0.061,0.599,0.694,0.106,0.04,2.39,0.368,0.057,0.003,0.001,0.002,0.004,0.003,0.009,0.002,0.008,0.005,0.001,-0.001,0.003,0.005,0.62,5.11,-0.17,5.56
44710980275,NSRD0798,Comp 4,-38um,FEED,37.9,36.02,37.03,1.405,0.07,0.578,1.485,0.101,0.078,2.21,0.529,0.064,0.004,0.002,0.002,0.004,0.003,0.013,0.002,0.009,0.006,0.001,0.002,0.003,0.007,0.32,3.55,0.62,4.49
44710980276,NSRD0798,Comp 5,-38um,FEED,36.1,33.84,38.79,1.727,0.081,0.499,2.151,0.149,0.069,2.1,1.148,0.049,0.004,0.002,0.004,0.002,0.002,0.015,0.002,0.013,0.007,0.001,0.001,0.003,0.008,0.18,2.94,1.29,4.41
44710980277,NSRD0798,Comp 6,-38um,FEED,28.87,31.69,41.19,1.595,0.075,0.386,2.234,0.108,0.115,2.31,0.54,0.07,0.004,0.002,0.003,0.004,0.002,0.008,0.003,0.012,0.006,0.001,-0.001,0.003,0.007,0.55,3.67,1.54,5.76
44710980278,NSRD0798,Comp 7,-38um,FEED,22.56,31.78,40.49,1.831,0.089,0.4,1.157,0.091,0.112,2.35,0.5,0.107,0.004,0.002,0.002,0.002,0.002,0.007,0.003,0.013,0.006,0.001,0.001,0.003,0.006,1.57,5.2,0.41,7.18
44710980279,NSRD0798,Comp 8,-38um,FEED,24.3,32.81,39.49,1.859,0.083,0.414,0.887,0.108,0.076,2.33,0.541,0.097,0.004,0.001,0.002,0.002,0.002,0.008,0.002,0.012,0.007,0.001,-0.001,0.002,0.011,1.52,5.16,0.08,6.76
44710980280,NSRD0798,Comp 9,-38um,FEED,16.3,30.4,39.57,2.576,0.119,0.39,1.49,0.116,0.223,2.62,0.687,0.131,0.005,0.002,0.001,0.004,0.002,0.012,0.003,0.019,0.009,0.002,0.001,0.003,0.008,1.64,5.81,0.78,8.23
44710980281,NSRD0798,Comp 10,-38um,FEED,24.96,32.53,39.29,2.279,0.107,0.348,1.995,0.108,0.153,2.27,0.576,0.115,0.005,0.002,0.001,0.004,0.002,0.01,0.003,0.017,0.008,0.001,0.001,0.003,0.008,1.07,3.86,1.11,6.04
44710980001,NSRD0798,Comp 3,-53um,CONS,85.8,65.71,7.347,0.218,0.029,0.08,0.107,0.026,0.007,0.334,0.059,0.004,0.002,-0.001,0.002,0.003,0.001,0.002,0.004,0.019,0.008,0.001,0.001,0.001,0.003,-0.25,-0.61,-1.44,-2.3
44710980002,NSRD0798,Comp 4,-53um,CONS,84.0,64.55,8.898,0.301,0.036,0.088,0.134,0.026,0.01,0.358,0.117,0.016,0.003,-0.001,0.003,0.004,0.003,0.006,0.004,0.021,0.009,0.002,-0.001,0.001,0.004,-0.29,-0.67,-1.37,-2.33
44710980003,NSRD0798,Comp 5,-53um,CONS,80.0,62.56,10.82,0.393,0.036,0.092,0.27,0.029,0.011,0.362,0.272,0.014,0.003,-0.001,0.002,0.004,-0.001,0.006,0.006,0.031,0.009,0.002,0.001,0.001,0.003,-0.32,-0.55,-1.2,-2.07
44710980004,NSRD0798,Comp 6,-53um,CONS,83.2,65.18,7.832,0.308,0.037,0.07,0.208,0.019,0.012,0.357,0.115,0.009,0.003,-0.001,0.004,0.003,0.004,0.005,0.006,0.034,0.01,0.002,-0.001,0.002,0.005,-0.32,-0.68,-1.18,-2.18
44710980005,NSRD0798,Comp 7,-53um,CONS,78.3,62.3,10.69,0.454,0.049,0.087,0.172,0.019,0.021,0.515,0.116,0.026,0.003,-0.001,0.003,0.004,0.003,0.006,0.008,0.043,0.009,0.002,0.001,0.002,0.006,-0.14,0.03,-1.26,-1.37
44710980006,NSRD0798,Comp 8,-53um,CONS,80.4,62.77,10.19,0.438,0.041,0.091,0.136,0.021,0.017,0.494,0.122,0.03,0.003,-0.001,0.004,0.003,0.003,0.004,0.007,0.037,0.008,0.002,-0.001,0.001,0.004,-0.15,0,-1.34,-1.49
44710980007,NSRD0798,Comp 9,-53um,CONS,80.7,64.15,8.496,0.46,0.05,0.077,0.171,0.019,0.018,0.45,0.117,0.035,0.003,-0.001,0.003,0.004,0.002,0.003,0.01,0.068,0.009,0.002,-0.001,0.002,0.004,-0.14,-0.23,-1.22,-1.59
44710980008,NSRD0798,Comp 10,-53um,CONS,83.4,65.96,6.57,0.373,0.04,0.06,0.168,0.018,0.014,0.339,0.086,0.022,0.003,-0.001,0.003,0.004,0.003,0.004,0.009,0.044,0.009,0.002,0.001,0.001,0.004,-0.26,-0.71,-1.14,-2.11
44710980009,NSRD0798,Comp 3,-45um,CONS,87.9,67.11,5.86,0.16,0.027,0.06,0.087,0.021,0.005,0.249,0.043,0.009,0.003,-0.001,0.003,0.004,0.003,0.005,0.005,0.02,0.008,0.002,0.001,0.001,0.004,-0.3,-0.89,-1.43,-2.62
44710980010,NSRD0798,Comp 4,-45um,CONS,86.2,65.67,7.698,0.254,0.032,0.075,0.117,0.023,0.008,0.309,0.099,0.002,0.003,-0.001,0.002,0.003,0.003,0.004,0.004,0.02,0.008,0.002,0.001,0.001,0.003,-0.32,-0.83,-1.37,-2.52
44710980011,NSRD0798,Comp 5,-45um,CONS,82.1,64.04,9.491,0.35,0.034,0.081,0.239,0.027,0.009,0.315,0.24,0.012,0.004,-0.001,0.003,0.003,0.001,0.005,0.006,0.027,0.01,0.002,-0.001,0.002,0.003,-0.34,-0.75,-1.18,-2.27
44710980012,NSRD0798,Comp 6,-45um,CONS,84.9,65.98,7.013,0.277,0.035,0.066,0.194,0.018,0.01,0.322,0.102,0.011,0.003,-0.001,0.004,0.003,0.002,0.005,0.006,0.035,0.008,0.001,0.001,0.001,0.003,-0.33,-0.8,-1.14,-2.27
44710980013,NSRD0798,Comp 7,-45um,CONS,82.1,64.09,8.865,0.38,0.043,0.071,0.148,0.017,0.016,0.415,0.095,0.021,0.003,-0.001,0.003,0.003,0.004,0.004,0.008,0.044,0.009,0.002,-0.001,0.002,0.005,-0.19,-0.36,-1.29,-1.84
44710980014,NSRD0798,Comp 8,-45um,CONS,81.1,63.84,8.877,0.374,0.04,0.077,0.118,0.019,0.014,0.407,0.101,0.024,0.003,-0.001,0.003,0.004,0.001,0.004,0.007,0.036,0.008,0.001,-0.001,0.001,0.002,-0.19,-0.29,-1.3,-1.78
44710980015,NSRD0798,Comp 9,-45um,CONS,81.5,64.21,8.254,0.449,0.049,0.071,0.167,0.02,0.019,0.436,0.113,0.033,0.004,-0.001,0.003,0.003,0.004,0.004,0.01,0.067,0.009,0.002,-0.001,0.002,0.004,-0.17,-0.34,-1.14,-1.65
44710980016,NSRD0798,Comp 10,-45um,CONS,87.0,67.44,5.193,0.293,0.039,0.048,0.141,0.016,0.011,0.27,0.068,0.014,0.004,-0.001,0.004,0.003,0.002,0.003,0.009,0.047,0.009,0.002,-0.001,0.001,0.004,-0.32,-0.99,-1.16,-2.47
44710980017,NSRD0798,Comp 3,-38um,CONS,89.6,68,5.044,0.149,0.028,0.056,0.084,0.018,0.004,0.226,0.038,0.011,0.003,-0.001,0.003,0.004,0.003,0.002,0.004,0.02,0.007,0.002,0.001,0.001,0.003,-0.37,-1,-1.36,-2.73
44710980018,NSRD0798,Comp 4,-38um,CONS,86.6,66.5,6.822,0.229,0.032,0.07,0.107,0.02,0.007,0.275,0.087,0.019,0.003,-0.001,0.004,0.004,0.003,0.004,0.004,0.021,0.008,0.002,0.001,0.002,0.004,-0.39,-0.94,-1.32,-2.65
44710980019,NSRD0798,Comp 5,-38um,CONS,84.3,65.37,7.975,0.286,0.031,0.071,0.196,0.023,0.007,0.27,0.191,0.021,0.003,-0.001,0.004,0.004,0.004,0.005,0.006,0.028,0.011,0.002,0.001,0.002,0.004,-0.42,-0.9,-1.17,-2.49
44710980020,NSRD0798,Comp 6,-38um,CONS,86.4,67.02,5.636,0.236,0.032,0.055,0.165,0.016,0.008,0.268,0.082,0.022,0.003,-0.001,0.003,0.004,0.003,0.004,0.007,0.034,0.008,0.002,-0.001,0.001,0.004,-0.43,-1.01,-1.09,-2.53
44710980021,NSRD0798,Comp 7,-38um,CONS,84.3,65.71,7.129,0.311,0.039,0.059,0.124,0.014,0.012,0.338,0.076,0.022,0.003,-0.001,0.003,0.004,0.001,-0.001,0.008,0.043,0.008,0.002,-0.001,0.001,0.003,-0.29,-0.62,-1.3,-2.21
44710980022,NSRD0798,Comp 8,-38um,CONS,83.4,65.53,7.443,0.324,0.035,0.064,0.105,0.016,0.012,0.363,0.087,0.014,0.003,-0.001,0.002,0.003,0.002,0.005,0.008,0.036,0.008,0.002,-0.001,0.001,0.003,-0.26,-0.55,-1.31,-2.12
44710980023,NSRD0798,Comp 9,-38um,CONS,84.9,66.39,6.034,0.341,0.044,0.057,0.133,0.015,0.014,0.328,0.084,0.02,0.004,-0.001,0.002,0.004,0.003,0.004,0.011,0.068,0.009,0.002,0.002,0.002,0.005,-0.26,-0.67,-1.22,-2.15
44710980024,NSRD0798,Comp 10,-38um,CONS,87.2,67.96,4.346,0.282,0.033,0.045,0.131,0.013,0.009,0.237,0.059,0.021,0.003,-0.001,0.002,0.002,0.001,0.004,0.009,0.045,0.009,0.002,-0.001,-0.001,0.002,-0.41,-1.21,-1.02,-2.64
44710980025,NSRD0798,Comp 3,-53um,TAILS,2.6,17.16,56.43,1.943,0.08,0.875,1.066,0.16,0.062,3.49,0.484,0.104,0.005,0.001,0.003,0.004,-0.001,0.013,-0.001,-0.001,0.005,0.001,-0.001,0.004,0.011,0.84,8.85,0.44,10.13
44710980026,NSRD0798,Comp 4,-53um,TAILS,1.2,14.14,59.17,2.251,0.093,0.929,2.39,0.157,0.155,3.47,0.775,0.106,0.006,0.001,0.002,0.005,0.001,0.017,-0.001,0.001,0.005,0.001,-0.001,0.004,0.012,0.6,7.04,1.89,9.53
44710980027,NSRD0798,Comp 5,-53um,TAILS,1.2,10.94,61.16,2.814,0.118,0.79,3.529,0.217,0.135,3.33,1.776,0.092,0.006,0.001,0.002,0.007,0.001,0.024,-0.001,0.002,0.004,0.001,-0.001,0.004,0.014,0.44,5.92,3.08,9.44
44710980028,NSRD0798,Comp 6,-53um,TAILS,1.0,14.9,58.49,2.242,0.094,0.531,3.042,0.15,0.178,3.13,0.698,0.108,0.005,0.001,0.002,0.004,0.001,0.013,-0.001,0.002,0.005,0.001,-0.001,0.004,0.011,0.72,6.38,2.47,9.57
44710980029,NSRD0798,Comp 7,-53um,TAILS,1.2,20.11,52.05,2.373,0.102,0.513,1.479,0.118,0.144,2.96,0.579,0.14,0.005,0.001,0.003,0.003,0.001,0.01,-0.001,0.002,0.006,0.001,-0.001,0.004,0.01,1.39,8.07,0.89,10.35
44710980030,NSRD0798,Comp 8,-53um,TAILS,1.1,20.43,51.88,2.443,0.097,0.532,1.155,0.149,0.108,2.96,0.633,0.151,0.005,0.002,0.002,0.002,-0.001,0.007,-0.001,0.002,0.005,-0.001,-0.001,0.002,0.005,1.47,8.07,0.47,10.01
44710980031,NSRD0798,Comp 9,-53um,TAILS,1.0,22.3,47.48,3.091,0.135,0.445,1.704,0.137,0.251,3.02,0.747,0.16,0.006,0.002,0.003,0.004,-0.001,0.012,0.001,0.007,0.009,0.001,-0.001,0.004,0.01,1.16,8.04,1.03,10.23
44710980032,NSRD0798,Comp 10,-53um,TAILS,1.0,18.6,53.1,3.052,0.132,0.451,2.662,0.147,0.186,2.97,0.716,0.152,0.006,0.001,0.001,0.004,-0.001,0.008,-0.001,0.006,0.008,0.001,-0.001,0.004,0.011,1.08,6.13,2,9.21
44710980033,NSRD0798,Comp 3,-45um,TAILS,1.1,16.39,57.32,1.937,0.08,0.875,1.087,0.157,0.06,3.47,0.489,0.117,0.005,0.001,0.002,0.005,-0.001,0.013,-0.001,0.001,0.006,-0.001,-0.001,0.003,0.01,0.84,9.02,0.42,10.28
44710980034,NSRD0798,Comp 4,-45um,TAILS,1.8,14.1,59.84,2.263,0.094,0.898,2.301,0.156,0.132,3.42,0.782,0.107,0.006,0.001,0.002,0.005,0.001,0.018,-0.001,0.001,0.004,0.001,-0.001,0.004,0.013,0.61,6.87,1.79,9.27
44710980035,NSRD0798,Comp 5,-45um,TAILS,1.1,10.92,61.1,2.842,0.116,0.771,3.514,0.23,0.146,3.32,1.779,0.096,0.008,0.001,0.002,0.005,-0.001,0.025,-0.001,0.002,0.005,0.001,-0.001,0.003,0.012,0.48,5.87,2.98,9.33
44710980036,NSRD0798,Comp 6,-45um,TAILS,1.0,14.93,58.05,2.242,0.096,0.534,3.113,0.15,0.229,3.14,0.697,0.098,0.006,0.002,0.002,0.005,0.001,0.013,-0.001,0.003,0.006,0.001,-0.001,0.004,0.013,0.69,6.3,2.57,9.56
44710980037,NSRD0798,Comp 7,-45um,TAILS,1.0,20.09,51.76,2.39,0.103,0.51,1.494,0.123,0.129,2.97,0.577,0.14,0.005,0.001,0.003,0.003,-0.001,0.012,-0.001,0.003,0.006,0.001,-0.001,0.004,0.01,1.47,8.09,0.86,10.42
44710980038,NSRD0798,Comp 8,-45um,TAILS,1.1,20.45,51.94,2.435,0.102,0.537,1.144,0.152,0.102,2.95,0.629,0.149,0.005,0.001,0.002,0.003,-0.001,0.007,-0.001,0.002,0.006,0.001,-0.001,0.003,0.009,1.46,8.06,0.45,9.97
44710980039,NSRD0798,Comp 9,-45um,TAILS,0.9,21.93,48.12,3.123,0.134,0.439,1.736,0.14,0.25,3.01,0.766,0.171,0.007,0.002,0.003,0.005,-0.001,0.013,0.002,0.008,0.01,0.001,-0.001,0.005,0.012,1.14,7.88,1.07,10.09
44710980040,NSRD0798,Comp 10,-45um,TAILS,1.1,18.66,53.29,3.043,0.141,0.451,2.601,0.139,0.192,2.94,0.695,0.153,0.007,0.001,0.002,0.005,0.001,0.013,-0.001,0.006,0.008,0.001,-0.001,0.005,0.013,1,6.23,1.93,9.16
44710980041,NSRD0798,Comp 3,-38um,TAILS,0.9,16.62,56.53,1.977,0.087,0.891,1.061,0.157,0.063,3.53,0.494,0.108,0.007,0.001,0.003,0.006,-0.001,0.009,-0.001,-0.001,0.004,0.001,-0.001,0.004,0.01,0.86,9.11,0.43,10.4
44710980042,NSRD0798,Comp 4,-38um,TAILS,1.8,14.13,59.06,2.259,0.094,0.914,2.412,0.158,0.127,3.46,0.782,0.107,0.006,0.001,0.003,0.005,0.001,0.014,-0.001,0.001,0.004,0.001,-0.001,0.004,0.013,0.67,6.96,1.85,9.48
44710980043,NSRD0798,Comp 5,-38um,TAILS,1.1,10.88,61.44,2.818,0.12,0.79,3.4,0.238,0.115,3.3,1.779,0.098,0.006,0.001,0.002,0.005,-0.001,0.027,-0.001,0.002,0.004,0.001,-0.001,0.003,0.012,0.54,5.88,2.86,9.28
44710980044,NSRD0798,Comp 6,-38um,TAILS,1.2,14.85,58.07,2.258,0.095,0.528,3.138,0.152,0.159,3.13,0.696,0.116,0.005,0.001,0.003,0.004,0.001,0.012,-0.001,0.003,0.005,0.001,-0.001,0.003,0.012,0.79,6.26,2.55,9.6
44710980045,NSRD0798,Comp 7,-38um,TAILS,1.0,19.91,52.14,2.381,0.108,0.51,1.494,0.12,0.143,2.94,0.572,0.136,0.005,0.001,0.002,0.004,-0.001,0.011,-0.001,0.002,0.006,0.001,-0.001,0.004,0.01,1.58,7.86,0.87,10.31
44710980046,NSRD0798,Comp 8,-38um,TAILS,1.1,20.36,51.9,2.459,0.102,0.534,1.154,0.145,0.102,2.97,0.629,0.14,0.006,0.002,0.003,0.003,-0.001,0.009,-0.001,0.003,0.006,0.001,-0.001,0.003,0.009,1.7,7.88,0.43,10.01
44710980047,NSRD0798,Comp 9,-38um,TAILS,0.9,22.42,46.98,3.094,0.136,0.452,1.739,0.137,0.257,3.05,0.743,0.177,0.006,0.002,0.004,0.004,-0.001,0.013,0.001,0.008,0.01,0.001,-0.001,0.004,0.012,1.39,7.98,1.04,10.41
44710980048,NSRD0798,Comp 10,-38um,TAILS,1.2,18.86,52.68,3.076,0.137,0.456,2.588,0.144,0.203,2.95,0.699,0.179,0.006,0.001,0.003,0.005,0.002,0.011,-0.001,0.006,0.009,0.001,-0.001,0.005,0.013,1.44,6.07,1.66,9.17
44710980048 Rpt,,,,,,18.85,52.73,3.073,0.138,0.457,2.595,0.144,0.204,2.96,0.7,0.175,0.007,0.001,0.004,0.004,0.001,0.011,-0.001,0.006,0.008,0.001,-0.001,0.005,0.014,1.37,6.16,1.65,9.18
STD 3.1,,,,,,55.06,7.864,2.961,0.387,0.007,0.101,0.151,0.032,0.073,0.008,0.014,-0.001,0.002,0.004,0.001,-0.001,0.002,0.003,0.007,0.002,-0.001,-0.001,0.012,0.004,8.5,0.62,0.24,9.36
STD 4.1,,,,,,45.61,24.81,2.359,0.249,0.007,0.092,0.105,0.022,0.063,0.01,0.019,-0.001,0.001,0.003,-0.001,-0.001,-0.001,0.003,0.004,0.002,-0.001,-0.001,0.008,0.005,6,0.54,0.17,6.71
