BHID,Composite,CSS (µm),Process,Product,BV Report,Mineral,Chlorite group,Quartz,Pyroxene,Plagioclase,K-Feldspar,Calcite group - Siderite,Calcite group,Dolomite group,Spinel group,Hematite group,Stilpnomelane,Mica group,Pyrite,Rutile group,Goethite,Smectite group,Sepiolite,Kaolinite-serpentine group,Total,Birnessite,Sample,CompositeID,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P,S,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn,Zr,Sr,LOI371,LOI650,LOI1000,LOI,IDENT,FeO,Sample,Pyrite group,MnO,Dry Wt
NSRD0800,Comp 5,53,DTR,FEED,N9646XD21,2-0056,9.472209669031075,33.83789618528995,,,6.33225480230433,12.03091353826201,0.660501648759806,3.9077930497519238,23.388583803515207,0.777387679982385,8.339197482244316,,0.4600671250120249,0.7931950158469697,,,,,99.99999999999999,,,NSRD0800 Comp 5 53 FEED,-53um,FEED,,28.12,43.04,4.24,0.197,0.417,1.1,0.094,0.326,2.81,1.758,0.065,0.008,-0.001,-0.001,0.005,0.006,0.041,0.007,0.039,0.017,0.001,0.003,0.006,0.01,0.23,4.71,0.44,5.38,,,,,,
NSRD0800,Comp 6,53,DTR,FEED,N9646XD21,3-0057,13.527740238805583,30.123775230856364,,,16.61637998234597,10.420730733510444,1.0544228158958135,3.8117686550308623,13.742781168672282,0.0,10.702401174882677,,0.0,0.0,,,,,99.99999999999999,,,NSRD0800 Comp 6 53 FEED,-53um,FEED,14.9,22.86,47.12,6.44,0.289,0.272,1.132,0.094,0.308,2.92,2.882,0.108,0.01,-0.001,0.005,0.006,0.004,0.063,0.008,0.051,0.019,0.002,0.001,0.007,0.012,0.4,4.37,0.63,5.4,,,,,,
NSRD0800,Comp 6,53,DTR,FEED,N9646XD21,3-0057,13.527740238805583,30.123775230856364,,,16.61637998234597,10.420730733510444,1.0544228158958135,3.8117686550308623,13.742781168672282,0.0,10.702401174882677,,0.0,0.0,,,,,99.99999999999999,,,NSRD0800 Comp 6 53 FEED,-53um,FEED,,22.51,47.31,6.484,0.295,0.267,1.15,0.097,0.307,2.94,2.944,0.096,0.011,0.001,-0.001,0.006,0.005,0.064,0.008,0.053,0.019,0.002,0.002,0.007,0.013,0.4,4.28,0.69,5.37,,,,,,
NSRD0800,Comp 8,53,DTR,FEED,N9646XD21,4-0058,14.927721452176582,30.915323312573317,,,12.635062922555488,12.658168104604245,0.9439573371241015,3.494451906241052,10.561056068404222,0.6206818110398947,11.699859985863483,,0.4794787036768561,1.0642383957407826,,,,,99.99999999999999,,,NSRD0800 Comp 8 53 FEED,-53um,FEED,11.8,22.08,47.43,6.301,0.303,0.309,1.035,0.065,0.37,3.28,2.455,0.122,0.011,0.001,0.005,0.006,0.002,0.06,0.009,0.062,0.021,0.002,-0.001,0.007,0.009,0.53,5.16,0.73,6.42,,,,,,
NSRD0800,Comp 8,53,DTR,FEED,N9646XD21,4-0058,14.927721452176582,30.915323312573317,,,12.635062922555488,12.658168104604245,0.9439573371241015,3.494451906241052,10.561056068404222,0.6206818110398947,11.699859985863483,,0.4794787036768561,1.0642383957407826,,,,,99.99999999999999,,,NSRD0800 Comp 8 53 FEED,-53um,FEED,,22.41,46.62,6.173,0.3,0.306,1.066,0.069,0.377,3.26,2.429,0.087,0.01,0.001,-0.001,0.006,0.004,0.06,0.01,0.07,0.028,0.002,0.002,0.007,0.011,0.44,5.06,0.83,6.33,,,,,,
NSRD0800,Comp 11,53,DTR,FEED,N9646XD21,5-0059,7.666150774286655,36.33779747783679,,,4.5516420319401885,10.732966067108832,0.44678135816592734,5.62672747222464,26.263924379284237,1.4684299176245357,5.91733380427183,,0.38021159898034323,0.6080351182760229,,,,,99.99999999999999,,,NSRD0800 Comp 11 53 FEED,-53um,FEED,26.6,29.5,43.02,3.231,0.147,0.381,1.255,0.066,0.293,2.84,1.13,0.126,0.006,-0.001,0.004,0.004,0.003,0.03,0.004,0.026,0.011,0.001,-0.001,0.005,0.01,0.15,4.38,0.56,5.09,,,,,,
NSRD0800,Comp 11,53,DTR,FEED,N9646XD21,5-0059,7.666150774286655,36.33779747783679,,,4.5516420319401885,10.732966067108832,0.44678135816592734,5.62672747222464,26.263924379284237,1.4684299176245357,5.91733380427183,,0.38021159898034323,0.6080351182760229,,,,,99.99999999999999,,,NSRD0800 Comp 11 53 FEED,-53um,FEED,,29.01,42.89,3.192,0.146,0.383,1.284,0.082,0.261,2.88,1.135,0.103,0.006,-0.001,-0.001,0.003,0.004,0.03,0.004,0.029,0.013,0.001,-0.001,0.004,0.008,0.14,4.3,0.6,5.04,,,,,,
NSRD0800,Comp 15,53,DTR,FEED,N9646XD21,6-0060,5.855845021734732,33.85871911504386,,,5.468423275779651,11.616954277077284,0.5983358523372597,5.09563845533827,29.388181388481254,1.5044676850755048,5.886097431131395,,0.0,0.7273374980008003,,,,,99.99999999999999,,,NSRD0800 Comp 15 53 FEED,-53um,FEED,29.3,31.11,40.52,2.98,0.134,0.384,1.389,0.087,0.169,2.56,1.294,0.128,0.006,-0.001,0.003,0.004,0.004,0.024,0.004,0.027,0.012,0.001,-0.001,0.004,0.016,0.37,4.39,0.48,5.24,,,,,,
NSRD0800,Comp 15,53,DTR,FEED,N9646XD21,6-0060,5.855845021734732,33.85871911504386,,,5.468423275779651,11.616954277077284,0.5983358523372597,5.09563845533827,29.388181388481254,1.5044676850755048,5.886097431131395,,0.0,0.7273374980008003,,,,,99.99999999999999,,,NSRD0800 Comp 15 53 FEED,-53um,FEED,,30.89,40.83,2.995,0.134,0.378,1.391,0.084,0.154,2.56,1.305,0.114,0.006,-0.001,-0.001,0.004,0.004,0.026,0.004,0.032,0.015,0.001,-0.001,0.004,0.008,0.17,4.44,0.64,5.25,,,,,,
NSRD0801,Comp 3,53,DTR,FEED,N9606XD21,7-0040,4.0027920028992945,39.51518040622876,,,3.0183810583352506,11.817963922738256,0.30904290903080023,5.658335221104627,27.433378593089284,2.9792190271199632,4.9299049771977455,0.0,0.0,0.3358018822560081,,,,,99.99999999999999,,,NSRD0801 Comp 3 53 FEED,-53um,FEED,26.0,30.81,42.32,2.305,0.096,0.267,1.828,0.108,0.156,2.04,0.846,0.072,0.002,0.001,0.003,0.001,-0.001,0.007,0.004,0.019,0.006,-0.001,-0.001,0.003,0.008,0.26,4.52,0.86,5.64,,,,,,
NSRD0801,Comp 4,53,DTR,FEED,N9606XD21,8-0041,4.36943942077661,37.798723829275,,,1.895159037005317,12.010504081494517,0.4851579374763961,7.481074871458704,28.33365666609831,1.2014946548258607,5.881520434540669,0.0,0.0,0.5432690670486097,,,,,99.99999999999999,,,NSRD0801 Comp 4 53 FEED,-53um,FEED,28.4,31.65,41.29,1.869,0.082,0.355,1.988,0.106,0.163,1.92,0.698,0.059,0.001,0.001,0.001,-0.001,-0.001,0.004,0.002,0.016,0.006,-0.001,-0.001,0.002,0.008,0.26,4.68,0.99,5.93,,,,,,
NSRD0801,Comp 5,53,DTR,FEED,N9606XD21,9-0042,4.867792736335393,38.64127410845318,,,0.9223857627999709,14.42587842631916,0.8615086326119533,5.197083122858891,22.61353140171446,1.4635317943041795,9.717523250750281,0.0,0.3991658394168001,0.8903249244357041,,,,,99.99999999999999,,,NSRD0801 Comp 5 53 FEED,-53um,FEED,22.3,29.17,43.79,2.501,0.103,0.305,1.494,0.106,0.291,2.32,0.805,0.079,0.002,0.001,0.002,0.001,-0.001,0.011,0.002,0.021,0.007,-0.001,-0.001,0.003,0.008,0.28,5.27,0.66,6.21,,,,,,
NSRD0801,Comp 6,53,DTR,FEED,N9606XD21,10-0043,8.724823626576452,33.04633149919662,,,3.992578918601853,17.270060321406913,1.5392006558954678,5.777407815214402,12.187352194214352,0.0,16.10992341428877,0.0,0.8964713800388768,0.4558501745663082,,,,,99.99999999999999,,,NSRD0801 Comp 6 53 FEED,-53um,FEED,12.4,25.38,44.2,3.758,0.149,0.368,1.798,0.124,0.474,3.06,1.079,0.098,0.003,0.001,0.001,0.001,-0.001,0.013,0.003,0.03,0.012,-0.001,-0.001,0.004,0.009,0.5,6.78,1.1,8.38,,,,,,
NSRD0801,Comp 7,53,DTR,FEED,N9606XD21,11-0044,10.114158882771752,36.573270771760704,,,5.437644568041982,13.420029118359903,1.2103699736360958,5.196776081023583,10.927328792163609,0.0,15.51788489998839,0.0,1.300605960248296,0.30193095200569614,,,,,99.99999999999999,,,NSRD0801 Comp 7 53 FEED,-53um,FEED,11.6,23.43,48.14,4.382,0.177,0.289,1.538,0.118,0.703,2.96,1.248,0.1,0.003,0.001,0.004,0.001,0.001,0.012,0.004,0.036,0.013,0.001,-0.001,0.005,0.009,0.44,5.23,1.16,6.83,,,,,,
NSRD0801,Comp 8,53,DTR,FEED,N9606XD21,12-0045,4.969568742739828,34.34164338536514,,,2.0286166281617546,13.67070127953679,0.48934220119220234,5.071193347489669,25.06350820568828,0.0,13.485767079151088,0.0,0.395125205286718,0.48453392538851253,,,,,99.99999999999999,,,NSRD0801 Comp 8 53 FEED,-53um,FEED,24.6,30.42,40.93,2.383,0.097,0.322,1.877,0.109,0.128,2.69,0.811,0.088,0.002,-0.001,0.003,-0.001,0.002,0.008,0.003,0.021,0.011,-0.001,-0.001,0.004,0.01,0.38,5.36,0.99,6.73,,,,,,
GVRD0268,Comp 2,53,DTR,FEED,N9606XD21,13-0046,0.7920375485499835,41.68101761929397,,,0.0,21.133974508360676,0.0,0.0,30.054255609370003,5.771883427556697,0.0,0.5668312868686656,0.0,0.0,,,,,99.99999999999999,,,GVRD0268 Comp 2 53 FEED,-53um,FEED,29.03,35.46,38.25,0.965,0.043,0.572,0.473,0.116,0.044,1.49,0.302,0.014,0.003,0.001,0.003,-0.001,-0.001,0.003,0.003,0.009,0.007,-0.001,-0.001,0.002,0.006,1.28,5.5,-0.19,6.59,,,,,,
GVRD0268,Comp 3,53,DTR,FEED,N9606XD21,14-0047,2.6932486189699465,41.329143735187955,,,0.0,22.134684739629247,0.0,0.0,31.60841020168027,1.461720151619682,0.0,0.2524706444124787,0.5203219085004324,0.0,,,,,99.99999999999999,,,GVRD0268 Comp 3 53 FEED,-53um,FEED,31.4,35.11,38.62,0.958,0.039,0.609,0.416,0.1,0.131,1.55,0.193,0.015,0.002,-0.001,0.004,-0.001,-0.001,0.003,0.002,0.006,0.003,-0.001,-0.001,0.002,0.006,1.4,5.38,-0.01,6.77,,,,,,
GVRD0268,Comp 4,53,DTR,FEED,N9606XD21,15-0048,5.11508537313206,40.000888469971244,,,0.0,14.988011411470387,0.0,0.0,37.483704534554015,1.9620617500241604,0.0,0.0,0.4502484608481348,0.0,,,,,99.99999999999999,,,GVRD0268 Comp 4 53 FEED,-53um,FEED,37.8,36.88,38.15,1.336,0.062,0.617,0.317,0.085,0.083,1.57,0.095,0.019,0.003,0.001,0.003,-0.001,0.001,-0.001,-0.001,0.008,0.004,0.001,-0.001,0.002,0.004,0.5,4.27,-0.21,4.56,,,,,,
GVRD0268,Comp 5,53,DTR,FEED,N9606XD21,16-0049,8.013074897494418,40.58117625591866,,,0.0,25.061419734764062,0.0,0.0,25.83911680209102,0.0,0.5052123097318535,0.0,0.0,0.0,,,,,99.99999999999999,,,GVRD0268 Comp 5 53 FEED,-53um,FEED,25.6,33.18,38.18,1.729,0.074,0.521,0.394,0.092,0.097,2.27,0.015,0.018,0.001,0.001,0.002,-0.001,-0.001,0.002,0.002,0.013,0.006,-0.001,-0.001,0.002,0.004,1.59,7.33,-0.11,8.81,,,,,,
GVRD0268,Comp 6,53,DTR,FEED,N9606XD21,17-0050,2.1266433021391364,39.97737570677083,,,0.0,16.17359705727985,0.0,0.0,34.58497724760372,5.7597251339238715,0.0,0.5864084828347496,0.5497524669871231,0.24152060246073792,,,,,99.99999999999999,,,GVRD0268 Comp 6 53 FEED,-53um,FEED,34.6,37.21,37.79,1.077,0.046,0.65,0.335,0.086,0.062,1.4,0.255,0.015,0.002,0.001,0.004,-0.001,-0.001,0.004,-0.001,0.006,0.003,0.001,0.001,0.001,0.004,0.5,4.36,-0.18,4.68,,,,,,
GVRD0268,Comp 7,53,DTR,FEED,N9606XD21,18-0051,1.2778834711299458,39.30122445334327,,,0.0,13.449946933839255,0.0,0.0,37.96930098680988,7.434185671939775,0.0,0.40908821778304455,0.0,0.15837026515481747,,,,,99.99999999999999,,,GVRD0268 Comp 7 53 FEED,-53um,FEED,36.1,38.48,36.7,0.93,0.039,0.588,0.441,0.11,0.043,1.49,0.265,0.025,0.002,-0.001,0.004,0.001,-0.001,0.003,0.001,0.005,0.002,-0.001,0.001,0.001,0.007,0.13,4.07,-0.27,3.93,,,,,,
GVRD0268,Comp 8,53,DTR,FEED,N9606XD21,19-0052,1.6969602489029385,38.17968783111836,,,0.0,9.479393169850937,0.0,5.269693333215326,38.73982022170198,6.2425433481042,0.0,0.21035873080067308,0.0,0.1815431163055603,,,,,99.99999999999999,,,GVRD0268 Comp 8 53 FEED,-53um,FEED,39.2,38.93,35.42,0.711,0.03,0.578,1.416,0.092,0.018,1.68,0.172,0.011,0.002,0.001,0.002,-0.001,-0.001,0.004,-0.001,0.003,0.002,-0.001,-0.001,0.001,0.005,-0.05,3.24,0.65,3.84,,,,,,
GVRD0268,Comp 9,53,DTR,FEED,N9606XD21,20-0053,3.839466999530391,37.770870900696956,,,0.0,13.443840254715,0.0,5.826318470076112,35.032217514144264,4.012538138304788,0.0,0.07474772253249086,0.0,0.0,,,,,99.99999999999999,,,GVRD0268 Comp 9 53 FEED,-53um,FEED,35.7,36.1,36.46,0.932,0.036,0.609,1.611,0.111,0.047,2.26,0.113,0.018,0.001,0.001,0.004,-0.001,-0.001,0.005,-0.001,0.003,0.002,-0.001,-0.001,0.001,0.005,0.05,4.99,0.75,5.79,,,,,,
NSRD0797,Comp 3,53,DTR,FEED,N9519XD21,2-710017 ,8.4502914583721,33.13708344322139,0.0,0.0,0.0,18.714885359201464,0.5200485085946933,1.9256247936439674,28.455861267412562,0.9630920006471504,7.833113168906678,,,,,,,,99.99999999999999,,,NSRD0797 Comp 3 53 FEED,-53um,FEED,29.4,33.34,37.87,2.027,0.091,0.493,0.792,0.093,0.096,3.26,0.186,0.055,0.004,0.001,0.004,0.003,0.002,0.01,0.002,0.012,0.006,0.001,-0.001,0.005,0.009,0.64,6.57,-0.17,7.04,,,,,,
NSRD0797,Comp 4,53,DTR,FEED,N9519XD21,4-710018 ,2.8993651119325072,35.09941295981082,0.0,0.0,1.1501504990915643,13.071344501327774,0.0,4.680338727571751,33.91985165296784,1.2183390345157683,7.961197512781982,,,,,,,,99.99999999999999,,,NSRD0797 Comp 4 53 FEED,-53um,FEED,36.4,34.11,38.99,1.061,0.048,0.619,1.389,0.091,0.022,2.65,0.283,0.055,0.002,-0.001,0.004,0.002,-0.001,0.005,-0.001,0.006,0.002,-0.001,-0.001,0.003,0.008,0.32,4.51,0.55,5.38,,,,,,
NSRD0797,Comp 8,53,DTR,FEED,N9519XD21,10-710019 ,4.19127142284257,33.95259333500387,0.0,0.0,0.0,13.888817762758956,0.44517369421878333,2.945795515629851,35.43675764662484,1.256503327724838,7.883087295196297,,,,,,,,99.99999999999999,,,NSRD0797 Comp 8 53 FEED,-53um,FEED,36.1,35.24,38.04,1.361,0.059,0.558,0.996,0.098,0.045,2.72,0.284,0.066,0.003,-0.001,0.004,0.003,0.002,0.012,0.002,0.008,0.003,-0.001,-0.001,0.004,0.008,0.36,4.66,0.03,5.05,,,,,,
NSRD0797,Comp 9,53,DTR,FEED,N9519XD21,12-710020 ,3.1374247542727254,32.14872552512261,0.0,0.0,2.0005000777742277,10.97892490015402,0.9958238745762086,3.670110946932153,38.994267175168396,1.5071027283121015,6.567120017687574,,,,,,,,99.99999999999999,,,NSRD0797 Comp 9 53 FEED,-53um,FEED,40.5,36.67,36.65,1.25,0.057,0.583,1.286,0.121,0.028,2.54,0.429,0.047,0.003,-0.001,0.006,0.003,0.003,0.013,0.002,0.008,0.004,-0.001,-0.001,0.005,0.009,0.22,3.81,0.28,4.31,,,,,,
NSRD0797,Comp 13,53,DTR,FEED,N9519XD21,18-710021 ,0.38834488889979746,33.63274378140538,0.0,0.0,4.375479231740721,8.874151508686486,0.34503111963852595,4.399130217857807,40.6923723361297,1.8759098291385976,5.416837086502995,,,,,,,,99.99999999999999,,,NSRD0797 Comp 13 53 FEED,-53um,FEED,41.7,35.93,37.87,1.063,0.047,0.602,1.581,0.086,0.023,2.23,0.719,0.047,0.002,-0.001,0.004,0.003,0.003,0.015,0.001,0.007,0.002,-0.001,-0.001,0.004,0.012,0.08,2.93,0.71,3.72,,,,,,
NSRD0797,Comp 14,53,DTR,FEED,N9519XD21,20-710022 ,5.477984470748896,32.45498657247165,0.0,0.0,0.0,15.549000688486373,0.808099957566557,1.9870708745984742,26.003261653584865,1.4852165620439683,16.234379220499207,,,,,,,,99.99999999999999,,,NSRD0797 Comp 14 53 FEED,-53um,FEED,26.9,31.38,40.63,2.202,0.102,0.528,1.02,0.164,0.124,3.15,0.564,0.104,0.004,0.001,0.004,0.004,0.002,0.019,0.003,0.014,0.006,0.001,0.002,0.004,0.015,0.73,5.18,0.05,5.96,,,,,,
NSRD0798,Comp 3,53,DTR,FEED,N9519XD21,1-710001 ,2.5695333637088105,32.30403141467307,0.0,0.0,0.0,17.030292029374248,0.0,1.1994291113050468,33.81331880668853,1.2936082489041054,11.789787025346172,,,,,,,,99.99999999999999,,,NSRD0798 Comp 3 53 FEED,-53um,FEED,34.79,36.06,37.2,1.268,0.058,0.585,0.698,0.108,0.042,2.35,0.364,0.059,0.003,0.001,0.004,0.002,0.003,0.008,0.002,0.007,0.005,0.001,-0.001,0.003,0.006,0.57,5.07,-0.24,5.4,,,,,,
NSRD0798,Comp 4,53,DTR,FEED,N9519XD21,3-710002 ,2.5360381528615434,30.921572567838126,0.0,0.0,2.2246819161836746,11.044388121145163,0.0,5.094416818456824,36.11993291076959,1.356541333037467,10.702428179707608,,,,,,,,99.99999999999999,,,NSRD0798 Comp 4 53 FEED,-53um,FEED,38.2,36,37.23,1.393,0.069,0.578,1.472,0.1,0.092,2.2,0.532,0.053,0.003,0.001,0.003,0.002,0.002,0.009,0.002,0.009,0.006,-0.001,-0.001,0.003,0.005,0.3,3.6,0.58,4.48,,,,,,
NSRD0798,Comp 5,53,DTR,FEED,N9519XD21,6-710003 ,0.8057225766137434,31.660079339785927,0.0,0.0,6.509743538545493,8.887137318946383,0.0,7.553625440423981,35.66159566112009,1.5689856745839754,7.353110449980403,,,,,,,,99.99999999999999,,,NSRD0798 Comp 5 53 FEED,-53um,FEED,34.96,34.34,38.55,1.704,0.079,0.494,2.117,0.135,0.082,2.07,1.134,0.049,0.004,0.001,0.002,0.004,0.004,0.019,0.002,0.013,0.007,-0.001,0.001,0.003,0.008,0.14,2.89,1.26,4.29,,,,,,
NSRD0798,Comp 6,53,DTR,FEED,N9519XD21,8-710004 ,2.614708290277288,34.047226141953416,0.0,0.0,0.0,11.191560294675815,0.6856356577811461,7.796140353611836,28.69160953961466,1.3572996462792266,13.615820075806608,,,,,,,,99.99999999999999,,,NSRD0798 Comp 6 53 FEED,-53um,FEED,28.7,31.76,41.21,1.592,0.09,0.39,2.163,0.108,0.126,2.31,0.551,0.072,0.004,0.002,0.002,0.002,0.002,0.012,0.003,0.013,0.007,0.001,0.001,0.003,0.008,0.54,3.77,1.43,5.74,,,,,,
NSRD0798,Comp 7,53,DTR,FEED,N9519XD21,9-710005 ,3.318281438113002,30.67372923534293,0.0,0.0,0.0,18.130382863900266,0.8274080715405688,3.3932291284746414,21.28409101091072,1.3352015109940505,21.037676740723825,,,,,,,,99.99999999999999,,,NSRD0798 Comp 7 53 FEED,-53um,FEED,22.7,31.9,40.5,1.817,0.087,0.4,1.149,0.088,0.113,2.34,0.506,0.1,0.004,0.002,0.003,0.002,0.001,0.01,0.002,0.013,0.006,0.001,-0.001,0.003,0.006,1.51,5.23,0.38,7.12,,,,,,
NSRD0798,Comp 8,53,DTR,FEED,N9519XD21,11-710006 ,2.9629848639014633,28.7045319909068,0.0,0.0,0.0,18.099324838109535,2.1743452538300265,2.367808237723736,22.463318179127324,1.3973625632890239,21.830324073112084,,,,,,,,99.99999999999999,,,NSRD0798 Comp 8 53 FEED,-53um,FEED,24.68,32.98,39.59,1.844,0.086,0.415,0.887,0.111,0.082,2.33,0.541,0.106,0.004,0.002,0.003,0.002,0.001,0.01,0.002,0.012,0.007,0.001,0.002,0.002,0.008,1.54,5.12,0.08,6.74,,,,,,
NSRD0798,Comp 9,53,DTR,FEED,N9519XD21,13-710007 ,4.046204467967752,25.861526027822258,0.0,1.6453461098646656,0.0,18.741780072429737,3.0148669805897077,3.703864357802176,14.8149604325289,1.4288368920116337,26.742614658983175,,,,,,,,99.99999999999999,,,NSRD0798 Comp 9 53 FEED,-53um,FEED,16.0,30.33,40.19,2.566,0.117,0.383,1.457,0.114,0.212,2.61,0.687,0.123,0.005,0.002,0.002,0.004,0.003,0.012,0.004,0.018,0.009,0.001,0.001,0.003,0.008,1.71,5.62,0.73,8.06,,,,,,
NSRD0798,Comp 10,53,DTR,FEED,N9519XD21,15-710008 ,4.4347940495837,28.68516418209567,0.0,0.0,0.0,11.772593506278902,0.9426932422128477,7.163075651541491,23.81899700358439,1.1900017457183034,21.99268061898471,,,,,,,,99.99999999999999,,,NSRD0798 Comp 10 53 FEED,-53um,FEED,24.85,32.25,39.49,2.275,0.106,0.347,2.004,0.11,0.144,2.28,0.58,0.102,0.005,0.002,0.002,0.002,0.001,0.009,0.003,0.016,0.008,0.001,0.001,0.003,0.007,1.02,3.82,1.19,6.03,,,,,,
NSRD0799, Comp 5 ,53,DTR,FEED,N9519XD21,5-710009 ,4.730855578866731,37.42355692115138,0.0,1.9709622389029968,8.952523404115713,9.109439992645184,0.0,1.996050012414045,21.41070306177776,11.616056119838271,2.7898526702879187,,,,,,,,99.99999999999999,,,NSRD0799 Comp 5 53 FEED,-53um,FEED,19.05,30.51,42.97,3.606,0.166,0.421,0.902,0.12,0.094,1.89,1.532,0.225,0.006,0.002,0.002,0.004,0.003,0.037,0.004,0.036,0.013,0.002,-0.001,0.006,0.012,0.98,3.0,0.21,4.19,,,,,,
NSRD0799, Comp 5 ,53,DTR,FEED,N9519XD21,5-710009 ,4.730855578866731,37.42355692115138,0.0,1.9709622389029968,8.952523404115713,9.109439992645184,0.0,1.996050012414045,21.41070306177776,11.616056119838271,2.7898526702879187,,,,,,,,99.99999999999999,,,NSRD0799 Comp 5 53 FEED,-53um,FEED,,31.34,41.61,3.485,0.161,0.429,0.863,0.114,0.09,1.85,1.484,0.202,0.006,0.001,-0.001,0.004,0.003,0.036,0.005,0.038,0.013,0.001,-0.001,0.006,0.009,0.87,3.13,0.23,4.23,,,,,,
NSRD0799, Comp 6 ,53,DTR,FEED,N9519XD21,7-710010 ,3.947913993762342,33.49906595690801,0.0,2.2898533770115463,7.479863007504349,11.196287197140487,0.2578420262862916,4.9233524846071175,27.972231431617235,4.315233944052475,4.118356581110143,,,,,,,,99.99999999999999,,,NSRD0799 Comp 6 53 FEED,-53um,FEED,29.05,30.96,41.27,2.748,0.123,0.436,1.537,0.116,0.064,2.39,1.331,0.238,0.004,0.002,0.003,0.002,0.001,0.03,0.003,0.027,0.01,0.002,0.002,0.003,0.012,0.27,4.01,0.8,5.08,,,,,,
NSRD0799, Comp 6 ,53,DTR,FEED,N9519XD21,7-710010 ,3.947913993762342,33.49906595690801,0.0,2.2898533770115463,7.479863007504349,11.196287197140487,0.2578420262862916,4.9233524846071175,27.972231431617235,4.315233944052475,4.118356581110143,,,,,,,,99.99999999999999,,,NSRD0799 Comp 6 53 FEED,-53um,FEED,,31.25,40.85,2.705,0.121,0.438,1.52,0.117,0.062,2.39,1.308,0.228,0.004,-0.001,-0.001,0.003,0.004,0.03,0.004,0.028,0.009,0.001,-0.001,0.004,0.011,0.12,4.16,0.74,5.02,,,,,,
NSRD0799, Comp 10,53,DTR,FEED,N9519XD21,14-710011 ,5.205887806687616,34.83130250055834,0.0,1.132284589930807,4.503216561314882,12.443993987734776,0.3328385516582396,5.168059944182105,29.617596503821204,3.034563439513808,3.7302561145982236,,,,,,,,99.99999999999999,,,NSRD0799 Comp 10 53 FEED,-53um,FEED,29.35,31.17,41.28,2.456,0.106,0.458,1.455,0.079,0.117,2.67,0.906,0.112,0.004,0.002,0.002,0.002,0.002,0.021,0.003,0.018,0.008,0.001,0.003,0.004,0.009,0.29,4.6,0.76,5.65,,,,,,
NSRD0799, Comp 10,53,DTR,FEED,N9519XD21,14-710011 ,5.205887806687616,34.83130250055834,0.0,1.132284589930807,4.503216561314882,12.443993987734776,0.3328385516582396,5.168059944182105,29.617596503821204,3.034563439513808,3.7302561145982236,,,,,,,,99.99999999999999,,,NSRD0799 Comp 10 53 FEED,-53um,FEED,,31.41,40.62,2.421,0.105,0.456,1.441,0.085,0.143,2.63,0.888,0.11,0.004,-0.001,-0.001,0.003,0.002,0.021,0.003,0.019,0.006,-0.001,-0.001,0.003,0.009,0.1,4.76,0.7,5.56,,,,,,
NSRD0799, Comp 12,53,DTR,FEED,N9519XD21,16-710012 ,2.9858276409077202,31.340553015640157,2.231753019293325,1.935959010235211,9.067992304051375,9.629580585993828,0.0,4.005537080743354,28.05696933257924,4.826223108099957,5.919604902455835,,,,,,,,99.99999999999999,,,NSRD0799 Comp 12 53 FEED,-53um,FEED,29.56,31.45,41.12,3.024,0.138,0.426,1.265,0.078,0.088,2.38,1.57,0.292,0.004,0.002,0.002,0.004,0.002,0.035,0.004,0.024,0.01,0.002,0.002,0.004,0.007,0.31,3.64,0.59,4.54,,,,,,
NSRD0799, Comp 12,53,DTR,FEED,N9519XD21,16-710012 ,2.9858276409077202,31.340553015640157,2.231753019293325,1.935959010235211,9.067992304051375,9.629580585993828,0.0,4.005537080743354,28.05696933257924,4.826223108099957,5.919604902455835,,,,,,,,99.99999999999999,,,NSRD0799 Comp 12 53 FEED,-53um,FEED,,31.72,40.52,2.956,0.134,0.433,1.276,0.085,0.085,2.41,1.532,0.311,0.006,-0.001,-0.001,0.004,0.005,0.039,0.004,0.026,0.009,0.002,0.001,0.005,0.009,0.09,3.75,0.54,4.38,,,,,,
NSRD0799, Comp 13,53,DTR,FEED,N9519XD21,17-710013 ,6.562427696761537,32.0168266474124,0.0,0.9814447588173055,10.093621459585698,10.531570439598983,0.5755790511210247,4.852659357777936,24.845045452817093,2.3403647396657554,7.200460396442255,,,,,,,,99.99999999999999,,,NSRD0799 Comp 13 53 FEED,-53um,FEED,26.65,28.88,43.33,3.645,0.16,0.427,1.34,0.085,0.354,2.53,1.874,0.108,0.005,0.002,0.003,0.005,0.004,0.043,0.004,0.027,0.011,-0.001,0.002,0.006,0.009,0.16,3.75,0.66,4.57,,,,,,
NSRD0799, Comp 13,53,DTR,FEED,N9519XD21,17-710013 ,6.562427696761537,32.0168266474124,0.0,0.9814447588173055,10.093621459585698,10.531570439598983,0.5755790511210247,4.852659357777936,24.845045452817093,2.3403647396657554,7.200460396442255,,,,,,,,99.99999999999999,,,NSRD0799 Comp 13 53 FEED,-53um,FEED,,28.79,43.04,3.574,0.157,0.429,1.314,0.083,0.334,2.5,1.859,0.111,0.007,0.001,-0.001,0.005,0.005,0.045,0.005,0.028,0.012,0.001,0.002,0.006,0.012,0.08,3.83,0.66,4.57,,,,,,
